# log_a a N_sq rho_coh_frac w_coh
-3.951952e+01 6.868956e-18 1.851937e+01 1.000000e+00 -9.853342e-01
-3.945746e+01 7.308764e-18 1.856992e+01 1.000000e+00 -9.853832e-01
-3.939540e+01 7.776733e-18 1.862044e+01 1.000000e+00 -9.854319e-01
-3.933333e+01 8.274664e-18 1.867093e+01 1.000000e+00 -9.854803e-01
-3.927127e+01 8.804478e-18 1.872139e+01 1.000000e+00 -9.855284e-01
-3.920921e+01 9.368214e-18 1.877182e+01 1.000000e+00 -9.855762e-01
-3.914715e+01 9.968046e-18 1.882221e+01 1.000000e+00 -9.856238e-01
-3.908509e+01 1.060628e-17 1.887258e+01 1.000000e+00 -9.856710e-01
-3.902302e+01 1.128539e-17 1.892291e+01 1.000000e+00 -9.857180e-01
-3.896096e+01 1.200797e-17 1.897321e+01 1.000000e+00 -9.857647e-01
-3.889890e+01 1.277682e-17 1.902348e+01 1.000000e+00 -9.858111e-01
-3.883684e+01 1.359490e-17 1.907373e+01 1.000000e+00 -9.858573e-01
-3.877477e+01 1.446536e-17 1.912393e+01 1.000000e+00 -9.859032e-01
-3.871271e+01 1.539155e-17 1.917411e+01 1.000000e+00 -9.859488e-01
-3.865065e+01 1.637705e-17 1.922426e+01 1.000000e+00 -9.859941e-01
-3.858859e+01 1.742565e-17 1.927437e+01 1.000000e+00 -9.860392e-01
-3.852653e+01 1.854138e-17 1.932446e+01 1.000000e+00 -9.860840e-01
-3.846446e+01 1.972856e-17 1.937451e+01 1.000000e+00 -9.861286e-01
-3.840240e+01 2.099175e-17 1.942453e+01 1.000000e+00 -9.861729e-01
-3.834034e+01 2.233581e-17 1.947453e+01 1.000000e+00 -9.862170e-01
-3.827828e+01 2.376594e-17 1.952449e+01 1.000000e+00 -9.862608e-01
-3.821622e+01 2.528763e-17 1.957441e+01 1.000000e+00 -9.863043e-01
-3.815415e+01 2.690676e-17 1.962431e+01 1.000000e+00 -9.863476e-01
-3.809209e+01 2.862956e-17 1.967418e+01 1.000000e+00 -9.863907e-01
-3.803003e+01 3.046266e-17 1.972402e+01 1.000000e+00 -9.864335e-01
-3.796797e+01 3.241313e-17 1.977382e+01 1.000000e+00 -9.864760e-01
-3.790591e+01 3.448849e-17 1.982360e+01 1.000000e+00 -9.865184e-01
-3.784384e+01 3.669674e-17 1.987334e+01 1.000000e+00 -9.865604e-01
-3.778178e+01 3.904637e-17 1.992305e+01 1.000000e+00 -9.866023e-01
-3.771972e+01 4.154644e-17 1.997274e+01 1.000000e+00 -9.866439e-01
-3.765766e+01 4.420660e-17 2.002239e+01 1.000000e+00 -9.866853e-01
-3.759560e+01 4.703707e-17 2.007201e+01 1.000000e+00 -9.867265e-01
-3.753353e+01 5.004878e-17 2.012160e+01 1.000000e+00 -9.867674e-01
-3.747147e+01 5.325332e-17 2.017116e+01 1.000000e+00 -9.868081e-01
-3.740941e+01 5.666305e-17 2.022068e+01 1.000000e+00 -9.868486e-01
-3.734735e+01 6.029109e-17 2.027018e+01 1.000000e+00 -9.868888e-01
-3.728529e+01 6.415143e-17 2.031965e+01 1.000000e+00 -9.869288e-01
-3.722322e+01 6.825894e-17 2.036908e+01 1.000000e+00 -9.869687e-01
-3.716116e+01 7.262945e-17 2.041849e+01 1.000000e+00 -9.870083e-01
-3.709910e+01 7.727980e-17 2.046786e+01 1.000000e+00 -9.870476e-01
-3.703704e+01 8.222790e-17 2.051721e+01 1.000000e+00 -9.870868e-01
-3.697497e+01 8.749282e-17 2.056652e+01 1.000000e+00 -9.871258e-01
-3.691291e+01 9.309484e-17 2.061580e+01 1.000000e+00 -9.871645e-01
-3.685085e+01 9.905555e-17 2.066506e+01 1.000000e+00 -9.872030e-01
-3.678879e+01 1.053979e-16 2.071428e+01 1.000000e+00 -9.872414e-01
-3.672673e+01 1.121464e-16 2.076347e+01 1.000000e+00 -9.872795e-01
-3.666466e+01 1.193269e-16 2.081263e+01 1.000000e+00 -9.873174e-01
-3.660260e+01 1.269672e-16 2.086176e+01 1.000000e+00 -9.873551e-01
-3.654054e+01 1.350967e-16 2.091086e+01 1.000000e+00 -9.873927e-01
-3.647848e+01 1.437468e-16 2.095993e+01 1.000000e+00 -9.874300e-01
-3.641642e+01 1.529506e-16 2.100897e+01 1.000000e+00 -9.874671e-01
-3.635435e+01 1.627438e-16 2.105797e+01 1.000000e+00 -9.875040e-01
-3.629229e+01 1.731640e-16 2.110695e+01 1.000000e+00 -9.875407e-01
-3.623023e+01 1.842515e-16 2.115590e+01 1.000000e+00 -9.875773e-01
-3.616817e+01 1.960488e-16 2.120482e+01 1.000000e+00 -9.876136e-01
-3.610611e+01 2.086015e-16 2.125370e+01 1.000000e+00 -9.876498e-01
-3.604404e+01 2.219579e-16 2.130256e+01 1.000000e+00 -9.876858e-01
-3.598198e+01 2.361695e-16 2.135139e+01 1.000000e+00 -9.877215e-01
-3.591992e+01 2.512910e-16 2.140018e+01 1.000000e+00 -9.877571e-01
-3.585786e+01 2.673808e-16 2.144895e+01 1.000000e+00 -9.877926e-01
-3.579580e+01 2.845007e-16 2.149768e+01 1.000000e+00 -9.878278e-01
-3.573373e+01 3.027169e-16 2.154639e+01 1.000000e+00 -9.878628e-01
-3.567167e+01 3.220993e-16 2.159506e+01 1.000000e+00 -9.878977e-01
-3.560961e+01 3.427228e-16 2.164371e+01 1.000000e+00 -9.879324e-01
-3.554755e+01 3.646668e-16 2.169232e+01 1.000000e+00 -9.879669e-01
-3.548549e+01 3.880158e-16 2.174091e+01 1.000000e+00 -9.880013e-01
-3.542342e+01 4.128599e-16 2.178946e+01 1.000000e+00 -9.880354e-01
-3.536136e+01 4.392946e-16 2.183798e+01 1.000000e+00 -9.880694e-01
-3.529930e+01 4.674219e-16 2.188648e+01 1.000000e+00 -9.881032e-01
-3.523724e+01 4.973502e-16 2.193494e+01 1.000000e+00 -9.881369e-01
-3.517518e+01 5.291947e-16 2.198338e+01 1.000000e+00 -9.881704e-01
-3.511311e+01 5.630782e-16 2.203178e+01 1.000000e+00 -9.882037e-01
-3.505105e+01 5.991312e-16 2.208015e+01 1.000000e+00 -9.882368e-01
-3.498899e+01 6.374926e-16 2.212850e+01 1.000000e+00 -9.882698e-01
-3.492693e+01 6.783102e-16 2.217681e+01 1.000000e+00 -9.883026e-01
-3.486486e+01 7.217413e-16 2.222509e+01 1.000000e+00 -9.883353e-01
-3.480280e+01 7.679533e-16 2.227335e+01 1.000000e+00 -9.883678e-01
-3.474074e+01 8.171241e-16 2.232157e+01 1.000000e+00 -9.884001e-01
-3.467868e+01 8.694432e-16 2.236977e+01 1.000000e+00 -9.884323e-01
-3.461662e+01 9.251122e-16 2.241793e+01 1.000000e+00 -9.884643e-01
-3.455455e+01 9.843457e-16 2.246606e+01 1.000000e+00 -9.884961e-01
-3.449249e+01 1.047372e-15 2.251417e+01 1.000000e+00 -9.885278e-01
-3.443043e+01 1.114433e-15 2.256224e+01 1.000000e+00 -9.885594e-01
-3.436837e+01 1.185789e-15 2.261029e+01 1.000000e+00 -9.885908e-01
-3.430631e+01 1.261713e-15 2.265830e+01 1.000000e+00 -9.886220e-01
-3.424424e+01 1.342498e-15 2.270629e+01 1.000000e+00 -9.886531e-01
-3.418218e+01 1.428456e-15 2.275424e+01 1.000000e+00 -9.886840e-01
-3.412012e+01 1.519918e-15 2.280217e+01 1.000000e+00 -9.887148e-01
-3.405806e+01 1.617236e-15 2.285006e+01 1.000000e+00 -9.887455e-01
-3.399600e+01 1.720785e-15 2.289793e+01 1.000000e+00 -9.887760e-01
-3.393393e+01 1.830964e-15 2.294576e+01 1.000000e+00 -9.888063e-01
-3.387187e+01 1.948197e-15 2.299357e+01 1.000000e+00 -9.888365e-01
-3.380981e+01 2.072937e-15 2.304135e+01 1.000000e+00 -9.888666e-01
-3.374775e+01 2.205664e-15 2.308910e+01 1.000000e+00 -9.888965e-01
-3.368569e+01 2.346889e-15 2.313681e+01 1.000000e+00 -9.889263e-01
-3.362362e+01 2.497157e-15 2.318450e+01 1.000000e+00 -9.889559e-01
-3.356156e+01 2.657046e-15 2.323216e+01 1.000000e+00 -9.889854e-01
-3.349950e+01 2.827172e-15 2.327979e+01 1.000000e+00 -9.890148e-01
-3.343744e+01 3.008191e-15 2.332739e+01 1.000000e+00 -9.890440e-01
-3.337538e+01 3.200801e-15 2.337496e+01 1.000000e+00 -9.890731e-01
-3.331331e+01 3.405743e-15 2.342250e+01 1.000000e+00 -9.891020e-01
-3.325125e+01 3.623807e-15 2.347001e+01 1.000000e+00 -9.891308e-01
-3.318919e+01 3.855834e-15 2.351749e+01 1.000000e+00 -9.891595e-01
-3.312713e+01 4.102716e-15 2.356494e+01 1.000000e+00 -9.891880e-01
-3.306507e+01 4.365407e-15 2.361237e+01 1.000000e+00 -9.892164e-01
-3.300300e+01 4.644916e-15 2.365976e+01 1.000000e+00 -9.892447e-01
-3.294094e+01 4.942323e-15 2.370712e+01 1.000000e+00 -9.892729e-01
-3.287888e+01 5.258772e-15 2.375446e+01 1.000000e+00 -9.893009e-01
-3.281682e+01 5.595483e-15 2.380176e+01 1.000000e+00 -9.893288e-01
-3.275475e+01 5.953752e-15 2.384904e+01 1.000000e+00 -9.893565e-01
-3.269269e+01 6.334961e-15 2.389628e+01 1.000000e+00 -9.893842e-01
-3.263063e+01 6.740579e-15 2.394350e+01 1.000000e+00 -9.894117e-01
-3.256857e+01 7.172167e-15 2.399069e+01 1.000000e+00 -9.894391e-01
-3.250651e+01 7.631389e-15 2.403785e+01 1.000000e+00 -9.894663e-01
-3.244444e+01 8.120015e-15 2.408497e+01 1.000000e+00 -9.894934e-01
-3.238238e+01 8.639926e-15 2.413207e+01 1.000000e+00 -9.895205e-01
-3.232032e+01 9.193126e-15 2.417914e+01 1.000000e+00 -9.895473e-01
-3.225826e+01 9.781747e-15 2.422619e+01 1.000000e+00 -9.895741e-01
-3.219620e+01 1.040806e-14 2.427320e+01 1.000000e+00 -9.896008e-01
-3.213413e+01 1.107447e-14 2.432018e+01 1.000000e+00 -9.896273e-01
-3.207207e+01 1.178355e-14 2.436714e+01 1.000000e+00 -9.896537e-01
-3.201001e+01 1.253803e-14 2.441406e+01 1.000000e+00 -9.896800e-01
-3.194795e+01 1.334082e-14 2.446096e+01 1.000000e+00 -9.897062e-01
-3.188589e+01 1.419501e-14 2.450782e+01 1.000000e+00 -9.897322e-01
-3.182382e+01 1.510389e-14 2.455466e+01 1.000000e+00 -9.897582e-01
-3.176176e+01 1.607097e-14 2.460147e+01 1.000000e+00 -9.897840e-01
-3.169970e+01 1.709997e-14 2.464825e+01 1.000000e+00 -9.898097e-01
-3.163764e+01 1.819485e-14 2.469500e+01 1.000000e+00 -9.898353e-01
-3.157558e+01 1.935984e-14 2.474172e+01 1.000000e+00 -9.898608e-01
-3.151351e+01 2.059942e-14 2.478841e+01 1.000000e+00 -9.898862e-01
-3.145145e+01 2.191837e-14 2.483507e+01 1.000000e+00 -9.899115e-01
-3.138939e+01 2.332176e-14 2.488171e+01 1.000000e+00 -9.899366e-01
-3.132733e+01 2.481502e-14 2.492831e+01 1.000000e+00 -9.899617e-01
-3.126527e+01 2.640388e-14 2.497489e+01 1.000000e+00 -9.899866e-01
-3.120320e+01 2.809448e-14 2.502144e+01 1.000000e+00 -9.900114e-01
-3.114114e+01 2.989333e-14 2.506796e+01 1.000000e+00 -9.900361e-01
-3.107908e+01 3.180735e-14 2.511445e+01 1.000000e+00 -9.900608e-01
-3.101702e+01 3.384392e-14 2.516091e+01 1.000000e+00 -9.900853e-01
-3.095495e+01 3.601089e-14 2.520734e+01 1.000000e+00 -9.901097e-01
-3.089289e+01 3.831661e-14 2.525374e+01 1.000000e+00 -9.901340e-01
-3.083083e+01 4.076996e-14 2.530012e+01 1.000000e+00 -9.901582e-01
-3.076877e+01 4.338040e-14 2.534647e+01 1.000000e+00 -9.901823e-01
-3.070671e+01 4.615797e-14 2.539278e+01 1.000000e+00 -9.902062e-01
-3.064464e+01 4.911339e-14 2.543907e+01 1.000000e+00 -9.902301e-01
-3.058258e+01 5.225804e-14 2.548533e+01 1.000000e+00 -9.902539e-01
-3.052052e+01 5.560404e-14 2.553156e+01 1.000000e+00 -9.902776e-01
-3.045846e+01 5.916428e-14 2.557776e+01 1.000000e+00 -9.903012e-01
-3.039640e+01 6.295247e-14 2.562394e+01 1.000000e+00 -9.903247e-01
-3.033433e+01 6.698321e-14 2.567008e+01 1.000000e+00 -9.903480e-01
-3.027227e+01 7.127204e-14 2.571620e+01 1.000000e+00 -9.903713e-01
-3.021021e+01 7.583547e-14 2.576229e+01 1.000000e+00 -9.903945e-01
-3.014815e+01 8.069110e-14 2.580835e+01 1.000000e+00 -9.904176e-01
-3.008609e+01 8.585762e-14 2.585438e+01 1.000000e+00 -9.904406e-01
-3.002402e+01 9.135494e-14 2.590038e+01 1.000000e+00 -9.904635e-01
-2.996196e+01 9.720425e-14 2.594635e+01 1.000000e+00 -9.904863e-01
-2.989990e+01 1.034281e-13 2.599230e+01 1.000000e+00 -9.905090e-01
-2.983784e+01 1.100504e-13 2.603821e+01 1.000000e+00 -9.905316e-01
-2.977578e+01 1.170968e-13 2.608410e+01 1.000000e+00 -9.905542e-01
-2.971371e+01 1.245943e-13 2.612996e+01 1.000000e+00 -9.905766e-01
-2.965165e+01 1.325718e-13 2.617579e+01 1.000000e+00 -9.905989e-01
-2.958959e+01 1.410602e-13 2.622159e+01 1.000000e+00 -9.906212e-01
-2.952753e+01 1.500921e-13 2.626737e+01 1.000000e+00 -9.906433e-01
-2.946547e+01 1.597022e-13 2.631311e+01 1.000000e+00 -9.906654e-01
-2.940340e+01 1.699277e-13 2.635883e+01 1.000000e+00 -9.906873e-01
-2.934134e+01 1.808079e-13 2.640452e+01 1.000000e+00 -9.907092e-01
-2.927928e+01 1.923847e-13 2.645018e+01 1.000000e+00 -9.907310e-01
-2.921722e+01 2.047028e-13 2.649581e+01 1.000000e+00 -9.907527e-01
-2.915516e+01 2.178096e-13 2.654142e+01 1.000000e+00 -9.907743e-01
-2.909309e+01 2.317556e-13 2.658699e+01 1.000000e+00 -9.907959e-01
-2.903103e+01 2.465945e-13 2.663254e+01 1.000000e+00 -9.908173e-01
-2.896897e+01 2.623836e-13 2.667806e+01 1.000000e+00 -9.908387e-01
-2.890691e+01 2.791836e-13 2.672355e+01 1.000000e+00 -9.908599e-01
-2.884484e+01 2.970592e-13 2.676901e+01 1.000000e+00 -9.908811e-01
-2.878278e+01 3.160795e-13 2.681445e+01 1.000000e+00 -9.909022e-01
-2.872072e+01 3.363175e-13 2.685986e+01 1.000000e+00 -9.909232e-01
-2.865866e+01 3.578514e-13 2.690523e+01 1.000000e+00 -9.909442e-01
-2.859660e+01 3.807640e-13 2.695058e+01 1.000000e+00 -9.909650e-01
-2.853453e+01 4.051437e-13 2.699591e+01 1.000000e+00 -9.909858e-01
-2.847247e+01 4.310844e-13 2.704120e+01 1.000000e+00 -9.910065e-01
-2.841041e+01 4.586860e-13 2.708646e+01 1.000000e+00 -9.910271e-01
-2.834835e+01 4.880550e-13 2.713170e+01 1.000000e+00 -9.910476e-01
-2.828629e+01 5.193043e-13 2.717691e+01 1.000000e+00 -9.910680e-01
-2.822422e+01 5.525546e-13 2.722209e+01 1.000000e+00 -9.910884e-01
-2.816216e+01 5.879337e-13 2.726725e+01 1.000000e+00 -9.911087e-01
-2.810010e+01 6.255782e-13 2.731237e+01 1.000000e+00 -9.911289e-01
-2.803804e+01 6.656329e-13 2.735747e+01 1.000000e+00 -9.911490e-01
-2.797598e+01 7.082523e-13 2.740254e+01 1.000000e+00 -9.911690e-01
-2.791391e+01 7.536006e-13 2.744758e+01 1.000000e+00 -9.911890e-01
-2.785185e+01 8.018524e-13 2.749259e+01 1.000000e+00 -9.912089e-01
-2.778979e+01 8.531937e-13 2.753758e+01 1.000000e+00 -9.912287e-01
-2.772773e+01 9.078223e-13 2.758254e+01 1.000000e+00 -9.912484e-01
-2.766567e+01 9.659487e-13 2.762747e+01 1.000000e+00 -9.912680e-01
-2.760360e+01 1.027797e-12 2.767237e+01 1.000000e+00 -9.912876e-01
-2.754154e+01 1.093605e-12 2.771724e+01 1.000000e+00 -9.913071e-01
-2.747948e+01 1.163627e-12 2.776209e+01 1.000000e+00 -9.913266e-01
-2.741742e+01 1.238132e-12 2.780691e+01 1.000000e+00 -9.913459e-01
-2.735536e+01 1.317407e-12 2.785170e+01 1.000000e+00 -9.913652e-01
-2.729329e+01 1.401759e-12 2.789646e+01 1.000000e+00 -9.913844e-01
-2.723123e+01 1.491511e-12 2.794120e+01 1.000000e+00 -9.914035e-01
-2.716917e+01 1.587010e-12 2.798590e+01 1.000000e+00 -9.914226e-01
-2.710711e+01 1.688624e-12 2.803058e+01 1.000000e+00 -9.914416e-01
-2.704505e+01 1.796744e-12 2.807524e+01 1.000000e+00 -9.914605e-01
-2.698298e+01 1.911786e-12 2.811986e+01 1.000000e+00 -9.914793e-01
-2.692092e+01 2.034195e-12 2.816446e+01 1.000000e+00 -9.914981e-01
-2.685886e+01 2.164441e-12 2.820902e+01 1.000000e+00 -9.915168e-01
-2.679680e+01 2.303027e-12 2.825357e+01 1.000000e+00 -9.915354e-01
-2.673473e+01 2.450486e-12 2.829808e+01 1.000000e+00 -9.915540e-01
-2.667267e+01 2.607387e-12 2.834257e+01 1.000000e+00 -9.915725e-01
-2.661061e+01 2.774333e-12 2.838702e+01 1.000000e+00 -9.915909e-01
-2.654855e+01 2.951969e-12 2.843145e+01 1.000000e+00 -9.916092e-01
-2.648649e+01 3.140979e-12 2.847586e+01 1.000000e+00 -9.916275e-01
-2.642442e+01 3.342091e-12 2.852023e+01 1.000000e+00 -9.916457e-01
-2.636236e+01 3.556080e-12 2.856458e+01 1.000000e+00 -9.916639e-01
-2.630030e+01 3.783770e-12 2.860890e+01 1.000000e+00 -9.916819e-01
-2.623824e+01 4.026038e-12 2.865319e+01 1.000000e+00 -9.917000e-01
-2.617618e+01 4.283819e-12 2.869746e+01 1.000000e+00 -9.917179e-01
-2.611411e+01 4.558105e-12 2.874170e+01 1.000000e+00 -9.917358e-01
-2.605205e+01 4.849953e-12 2.878591e+01 1.000000e+00 -9.917536e-01
-2.598999e+01 5.160488e-12 2.883009e+01 1.000000e+00 -9.917713e-01
-2.592793e+01 5.490906e-12 2.887425e+01 1.000000e+00 -9.917890e-01
-2.586587e+01 5.842479e-12 2.891838e+01 1.000000e+00 -9.918066e-01
-2.580380e+01 6.216564e-12 2.896248e+01 1.000000e+00 -9.918242e-01
-2.574174e+01 6.614600e-12 2.900655e+01 1.000000e+00 -9.918417e-01
-2.567968e+01 7.038122e-12 2.905060e+01 1.000000e+00 -9.918591e-01
-2.561762e+01 7.488762e-12 2.909462e+01 1.000000e+00 -9.918765e-01
-2.555556e+01 7.968255e-12 2.913861e+01 1.000000e+00 -9.918938e-01
-2.549349e+01 8.478450e-12 2.918257e+01 1.000000e+00 -9.919110e-01
-2.543143e+01 9.021311e-12 2.922651e+01 1.000000e+00 -9.919282e-01
-2.536937e+01 9.598931e-12 2.927042e+01 1.000000e+00 -9.919453e-01
-2.530731e+01 1.021354e-11 2.931430e+01 1.000000e+00 -9.919623e-01
-2.524525e+01 1.086749e-11 2.935816e+01 1.000000e+00 -9.919793e-01
-2.518318e+01 1.156332e-11 2.940199e+01 1.000000e+00 -9.919962e-01
-2.512112e+01 1.230370e-11 2.944579e+01 1.000000e+00 -9.920131e-01
-2.505906e+01 1.309149e-11 2.948956e+01 1.000000e+00 -9.920299e-01
-2.499700e+01 1.392971e-11 2.953331e+01 1.000000e+00 -9.920466e-01
-2.493493e+01 1.482161e-11 2.957703e+01 1.000000e+00 -9.920633e-01
-2.487287e+01 1.577061e-11 2.962072e+01 1.000000e+00 -9.920799e-01
-2.481081e+01 1.678038e-11 2.966438e+01 1.000000e+00 -9.920965e-01
-2.474875e+01 1.785480e-11 2.970802e+01 1.000000e+00 -9.921130e-01
-2.468669e+01 1.899801e-11 2.975163e+01 1.000000e+00 -9.921295e-01
-2.462462e+01 2.021443e-11 2.979522e+01 1.000000e+00 -9.921459e-01
-2.456256e+01 2.150872e-11 2.983877e+01 1.000000e+00 -9.921622e-01
-2.450050e+01 2.288589e-11 2.988230e+01 1.000000e+00 -9.921785e-01
-2.443844e+01 2.435124e-11 2.992581e+01 1.000000e+00 -9.921947e-01
-2.437638e+01 2.591041e-11 2.996928e+01 1.000000e+00 -9.922108e-01
-2.431431e+01 2.756941e-11 3.001273e+01 1.000000e+00 -9.922269e-01
-2.425225e+01 2.933463e-11 3.005615e+01 1.000000e+00 -9.922430e-01
-2.419019e+01 3.121288e-11 3.009955e+01 1.000000e+00 -9.922590e-01
-2.412813e+01 3.321139e-11 3.014292e+01 1.000000e+00 -9.922749e-01
-2.406607e+01 3.533786e-11 3.018626e+01 1.000000e+00 -9.922908e-01
-2.400400e+01 3.760049e-11 3.022957e+01 1.000000e+00 -9.923066e-01
-2.394194e+01 4.000799e-11 3.027286e+01 1.000000e+00 -9.923224e-01
-2.387988e+01 4.256964e-11 3.031612e+01 1.000000e+00 -9.923381e-01
-2.381782e+01 4.529530e-11 3.035936e+01 1.000000e+00 -9.923537e-01
-2.375576e+01 4.819549e-11 3.040256e+01 1.000000e+00 -9.923693e-01
-2.369369e+01 5.128136e-11 3.044574e+01 1.000000e+00 -9.923849e-01
-2.363163e+01 5.456483e-11 3.048890e+01 1.000000e+00 -9.924004e-01
-2.356957e+01 5.805852e-11 3.053202e+01 1.000000e+00 -9.924158e-01
-2.350751e+01 6.177592e-11 3.057512e+01 1.000000e+00 -9.924312e-01
-2.344545e+01 6.573133e-11 3.061820e+01 1.000000e+00 -9.924466e-01
-2.338338e+01 6.994000e-11 3.066124e+01 1.000000e+00 -9.924618e-01
-2.332132e+01 7.441814e-11 3.070426e+01 1.000000e+00 -9.924771e-01
-2.325926e+01 7.918302e-11 3.074726e+01 1.000000e+00 -9.924923e-01
-2.319720e+01 8.425298e-11 3.079022e+01 1.000000e+00 -9.925074e-01
-2.313514e+01 8.964756e-11 3.083316e+01 1.000000e+00 -9.925225e-01
-2.307307e+01 9.538755e-11 3.087607e+01 1.000000e+00 -9.925375e-01
-2.301101e+01 1.014951e-10 3.091896e+01 1.000000e+00 -9.925525e-01
-2.294895e+01 1.079936e-10 3.096182e+01 1.000000e+00 -9.925674e-01
-2.288689e+01 1.149083e-10 3.100465e+01 1.000000e+00 -9.925823e-01
-2.282482e+01 1.222657e-10 3.104746e+01 1.000000e+00 -9.925971e-01
-2.276276e+01 1.300941e-10 3.109024e+01 1.000000e+00 -9.926119e-01
-2.270070e+01 1.384239e-10 3.113299e+01 1.000000e+00 -9.926266e-01
-2.263864e+01 1.472869e-10 3.117572e+01 1.000000e+00 -9.926413e-01
-2.257658e+01 1.567175e-10 3.121842e+01 1.000000e+00 -9.926559e-01
-2.251451e+01 1.667518e-10 3.126110e+01 1.000000e+00 -9.926705e-01
-2.245245e+01 1.774287e-10 3.130374e+01 1.000000e+00 -9.926850e-01
-2.239039e+01 1.887891e-10 3.134636e+01 1.000000e+00 -9.926995e-01
-2.232833e+01 2.008770e-10 3.138896e+01 1.000000e+00 -9.927139e-01
-2.226627e+01 2.137388e-10 3.143153e+01 1.000000e+00 -9.927283e-01
-2.220420e+01 2.274242e-10 3.147407e+01 1.000000e+00 -9.927426e-01
-2.214214e+01 2.419858e-10 3.151658e+01 1.000000e+00 -9.927569e-01
-2.208008e+01 2.574797e-10 3.155907e+01 1.000000e+00 -9.927711e-01
-2.201802e+01 2.739657e-10 3.160154e+01 1.000000e+00 -9.927853e-01
-2.195596e+01 2.915073e-10 3.164397e+01 1.000000e+00 -9.927995e-01
-2.189389e+01 3.101721e-10 3.168638e+01 1.000000e+00 -9.928136e-01
-2.183183e+01 3.300319e-10 3.172877e+01 1.000000e+00 -9.928276e-01
-2.176977e+01 3.511633e-10 3.177112e+01 1.000000e+00 -9.928416e-01
-2.170771e+01 3.736477e-10 3.181345e+01 1.000000e+00 -9.928556e-01
-2.164565e+01 3.975718e-10 3.185576e+01 1.000000e+00 -9.928695e-01
-2.158358e+01 4.230276e-10 3.189804e+01 1.000000e+00 -9.928834e-01
-2.152152e+01 4.501134e-10 3.194029e+01 1.000000e+00 -9.928972e-01
-2.145946e+01 4.789335e-10 3.198252e+01 1.000000e+00 -9.929110e-01
-2.139740e+01 5.095988e-10 3.202472e+01 1.000000e+00 -9.929247e-01
-2.133534e+01 5.422276e-10 3.206689e+01 1.000000e+00 -9.929384e-01
-2.127327e+01 5.769455e-10 3.210904e+01 1.000000e+00 -9.929520e-01
-2.121121e+01 6.138864e-10 3.215116e+01 1.000000e+00 -9.929656e-01
-2.114915e+01 6.531926e-10 3.219325e+01 1.000000e+00 -9.929792e-01
-2.108709e+01 6.950154e-10 3.223532e+01 1.000000e+00 -9.929927e-01
-2.102503e+01 7.395161e-10 3.227737e+01 1.000000e+00 -9.930062e-01
-2.096296e+01 7.868661e-10 3.231938e+01 1.000000e+00 -9.930196e-01
-2.090090e+01 8.372479e-10 3.236138e+01 1.000000e+00 -9.930330e-01
-2.083884e+01 8.908555e-10 3.240334e+01 1.000000e+00 -9.930463e-01
-2.077678e+01 9.478956e-10 3.244528e+01 1.000000e+00 -9.930596e-01
-2.071471e+01 1.008588e-09 3.248719e+01 1.000000e+00 -9.930729e-01
-2.065265e+01 1.073166e-09 3.252908e+01 1.000000e+00 -9.930861e-01
-2.059059e+01 1.141879e-09 3.257094e+01 1.000000e+00 -9.930993e-01
-2.052853e+01 1.214992e-09 3.261277e+01 1.000000e+00 -9.931124e-01
-2.046647e+01 1.292786e-09 3.265458e+01 1.000000e+00 -9.931255e-01
-2.040440e+01 1.375561e-09 3.269637e+01 1.000000e+00 -9.931385e-01
-2.034234e+01 1.463636e-09 3.273812e+01 1.000000e+00 -9.931515e-01
-2.028028e+01 1.557350e-09 3.277985e+01 1.000000e+00 -9.931645e-01
-2.021822e+01 1.657064e-09 3.282156e+01 1.000000e+00 -9.931774e-01
-2.015616e+01 1.763164e-09 3.286324e+01 1.000000e+00 -9.931903e-01
-2.009409e+01 1.876056e-09 3.290489e+01 1.000000e+00 -9.932031e-01
-2.003203e+01 1.996177e-09 3.294652e+01 1.000000e+00 -9.932159e-01
-1.996997e+01 2.123989e-09 3.298812e+01 1.000000e+00 -9.932287e-01
-1.990791e+01 2.259984e-09 3.302970e+01 1.000000e+00 -9.932414e-01
-1.984585e+01 2.404688e-09 3.307125e+01 1.000000e+00 -9.932541e-01
-1.978378e+01 2.558656e-09 3.311277e+01 1.000000e+00 -9.932667e-01
-1.972172e+01 2.722482e-09 3.315427e+01 1.000000e+00 -9.932793e-01
-1.965966e+01 2.896799e-09 3.319574e+01 1.000000e+00 -9.932919e-01
-1.959760e+01 3.082276e-09 3.323719e+01 1.000000e+00 -9.933044e-01
-1.953554e+01 3.279629e-09 3.327861e+01 1.000000e+00 -9.933169e-01
-1.947347e+01 3.489618e-09 3.332001e+01 1.000000e+00 -9.933293e-01
-1.941141e+01 3.713053e-09 3.336138e+01 1.000000e+00 -9.933417e-01
-1.934935e+01 3.950794e-09 3.340272e+01 1.000000e+00 -9.933541e-01
-1.928729e+01 4.203757e-09 3.344404e+01 1.000000e+00 -9.933664e-01
-1.922523e+01 4.472916e-09 3.348534e+01 1.000000e+00 -9.933787e-01
-1.916316e+01 4.759310e-09 3.352660e+01 1.000000e+00 -9.933910e-01
-1.910110e+01 5.064041e-09 3.356785e+01 1.000000e+00 -9.934032e-01
-1.903904e+01 5.388283e-09 3.360906e+01 1.000000e+00 -9.934154e-01
-1.897698e+01 5.733286e-09 3.365025e+01 1.000000e+00 -9.934275e-01
