# log_a a N_sq rho_coh_frac w_coh
-1.891491e+01 6.100379e-09 3.369142e+01 1.000000e+00 -9.934396e-01
-1.885285e+01 6.490977e-09 3.373256e+01 1.000000e+00 -9.934517e-01
-1.879079e+01 6.906583e-09 3.377367e+01 1.000000e+00 -9.934637e-01
-1.872873e+01 7.348801e-09 3.381476e+01 1.000000e+00 -9.934757e-01
-1.866667e+01 7.819332e-09 3.385582e+01 1.000000e+00 -9.934877e-01
-1.860460e+01 8.319991e-09 3.389686e+01 1.000000e+00 -9.934996e-01
-1.854254e+01 8.852707e-09 3.393787e+01 1.000000e+00 -9.935115e-01
-1.848048e+01 9.419532e-09 3.397886e+01 1.000000e+00 -9.935233e-01
-1.841842e+01 1.002265e-08 3.401982e+01 1.000000e+00 -9.935351e-01
-1.835636e+01 1.066438e-08 3.406076e+01 1.000000e+00 -9.935469e-01
-1.829429e+01 1.134721e-08 3.410167e+01 1.000000e+00 -9.935586e-01
-1.823223e+01 1.207375e-08 3.414255e+01 1.000000e+00 -9.935703e-01
-1.817017e+01 1.284681e-08 3.418341e+01 1.000000e+00 -9.935820e-01
-1.810811e+01 1.366937e-08 3.422425e+01 1.000000e+00 -9.935936e-01
-1.804605e+01 1.454460e-08 3.426506e+01 1.000000e+00 -9.936052e-01
-1.798398e+01 1.547587e-08 3.430584e+01 1.000000e+00 -9.936168e-01
-1.792192e+01 1.646676e-08 3.434660e+01 1.000000e+00 -9.936283e-01
-1.785986e+01 1.752110e-08 3.438733e+01 1.000000e+00 -9.936398e-01
-1.779780e+01 1.864295e-08 3.442804e+01 1.000000e+00 -9.936513e-01
-1.773574e+01 1.983663e-08 3.446872e+01 1.000000e+00 -9.936627e-01
-1.767367e+01 2.110673e-08 3.450938e+01 1.000000e+00 -9.936741e-01
-1.761161e+01 2.245816e-08 3.455001e+01 1.000000e+00 -9.936855e-01
-1.754955e+01 2.389612e-08 3.459062e+01 1.000000e+00 -9.936968e-01
-1.748749e+01 2.542615e-08 3.463120e+01 1.000000e+00 -9.937081e-01
-1.742543e+01 2.705415e-08 3.467176e+01 1.000000e+00 -9.937194e-01
-1.736336e+01 2.878638e-08 3.471229e+01 1.000000e+00 -9.937306e-01
-1.730130e+01 3.062953e-08 3.475280e+01 1.000000e+00 -9.937418e-01
-1.723924e+01 3.259069e-08 3.479328e+01 1.000000e+00 -9.937529e-01
-1.717718e+01 3.467742e-08 3.483373e+01 1.000000e+00 -9.937641e-01
-1.711512e+01 3.689776e-08 3.487416e+01 1.000000e+00 -9.937752e-01
-1.705305e+01 3.926026e-08 3.491457e+01 1.000000e+00 -9.937862e-01
-1.699099e+01 4.177403e-08 3.495495e+01 1.000000e+00 -9.937972e-01
-1.692893e+01 4.444875e-08 3.499531e+01 1.000000e+00 -9.938082e-01
-1.686687e+01 4.729473e-08 3.503564e+01 1.000000e+00 -9.938192e-01
-1.680480e+01 5.032294e-08 3.507594e+01 1.000000e+00 -9.938301e-01
-1.674274e+01 5.354504e-08 3.511622e+01 1.000000e+00 -9.938410e-01
-1.668068e+01 5.697344e-08 3.515648e+01 1.000000e+00 -9.938519e-01
-1.661862e+01 6.062135e-08 3.519671e+01 1.000000e+00 -9.938628e-01
-1.655656e+01 6.450284e-08 3.523692e+01 1.000000e+00 -9.938736e-01
-1.649449e+01 6.863285e-08 3.527710e+01 1.000000e+00 -9.938843e-01
-1.643243e+01 7.302730e-08 3.531725e+01 1.000000e+00 -9.938951e-01
-1.637037e+01 7.770312e-08 3.535738e+01 1.000000e+00 -9.939058e-01
-1.630831e+01 8.267833e-08 3.539749e+01 1.000000e+00 -9.939165e-01
-1.624625e+01 8.797209e-08 3.543757e+01 1.000000e+00 -9.939271e-01
-1.618418e+01 9.360480e-08 3.547763e+01 1.000000e+00 -9.939377e-01
-1.612212e+01 9.959816e-08 3.551766e+01 1.000000e+00 -9.939483e-01
-1.606006e+01 1.059753e-07 3.555767e+01 1.000000e+00 -9.939589e-01
-1.599800e+01 1.127607e-07 3.559765e+01 1.000000e+00 -9.939694e-01
-1.593594e+01 1.199806e-07 3.563760e+01 1.000000e+00 -9.939799e-01
-1.587387e+01 1.276627e-07 3.567754e+01 1.000000e+00 -9.939904e-01
-1.581181e+01 1.358368e-07 3.571744e+01 1.000000e+00 -9.940008e-01
-1.574975e+01 1.445342e-07 3.575733e+01 1.000000e+00 -9.940112e-01
-1.568769e+01 1.537885e-07 3.579718e+01 1.000000e+00 -9.940216e-01
-1.562563e+01 1.636353e-07 3.583702e+01 1.000000e+00 -9.940320e-01
-1.556356e+01 1.741126e-07 3.587683e+01 1.000000e+00 -9.940423e-01
-1.550150e+01 1.852608e-07 3.591661e+01 1.000000e+00 -9.940526e-01
-1.543944e+01 1.971227e-07 3.595637e+01 1.000000e+00 -9.940628e-01
-1.537738e+01 2.097442e-07 3.599610e+01 1.000000e+00 -9.940731e-01
-1.531532e+01 2.231737e-07 3.603581e+01 1.000000e+00 -9.940833e-01
-1.525325e+01 2.374632e-07 3.607550e+01 1.000000e+00 -9.940935e-01
-1.519119e+01 2.526676e-07 3.611516e+01 1.000000e+00 -9.941036e-01
-1.512913e+01 2.688455e-07 3.615480e+01 1.000000e+00 -9.941137e-01
-1.506707e+01 2.860592e-07 3.619441e+01 1.000000e+00 -9.941238e-01
-1.500501e+01 3.043751e-07 3.623399e+01 1.000000e+00 -9.941339e-01
-1.494294e+01 3.238637e-07 3.627356e+01 1.000000e+00 -9.941439e-01
-1.488088e+01 3.446002e-07 3.631309e+01 1.000000e+00 -9.941539e-01
-1.481882e+01 3.666644e-07 3.635261e+01 1.000000e+00 -9.941639e-01
-1.475676e+01 3.901413e-07 3.639210e+01 1.000000e+00 -9.941738e-01
-1.469469e+01 4.151215e-07 3.643156e+01 1.000000e+00 -9.941838e-01
-1.463263e+01 4.417010e-07 3.647100e+01 1.000000e+00 -9.941937e-01
-1.457057e+01 4.699824e-07 3.651041e+01 1.000000e+00 -9.942035e-01
-1.450851e+01 5.000746e-07 3.654980e+01 1.000000e+00 -9.942134e-01
-1.444645e+01 5.320936e-07 3.658917e+01 1.000000e+00 -9.942232e-01
-1.438438e+01 5.661627e-07 3.662851e+01 1.000000e+00 -9.942330e-01
-1.432232e+01 6.024132e-07 3.666783e+01 1.000000e+00 -9.942427e-01
-1.426026e+01 6.409847e-07 3.670712e+01 1.000000e+00 -9.942524e-01
-1.419820e+01 6.820259e-07 3.674639e+01 1.000000e+00 -9.942621e-01
-1.413614e+01 7.256949e-07 3.678564e+01 1.000000e+00 -9.942718e-01
-1.407407e+01 7.721600e-07 3.682486e+01 1.000000e+00 -9.942815e-01
-1.401201e+01 8.216001e-07 3.686405e+01 1.000000e+00 -9.942911e-01
-1.394995e+01 8.742059e-07 3.690322e+01 1.000000e+00 -9.943007e-01
-1.388789e+01 9.301798e-07 3.694237e+01 1.000000e+00 -9.943103e-01
-1.382583e+01 9.897378e-07 3.698149e+01 1.000000e+00 -9.943198e-01
-1.376376e+01 1.053109e-06 3.702059e+01 1.000000e+00 -9.943293e-01
-1.370170e+01 1.120538e-06 3.705967e+01 1.000000e+00 -9.943388e-01
-1.363964e+01 1.192284e-06 3.709872e+01 1.000000e+00 -9.943483e-01
-1.357758e+01 1.268624e-06 3.713774e+01 1.000000e+00 -9.943577e-01
-1.351552e+01 1.349852e-06 3.717674e+01 1.000000e+00 -9.943672e-01
-1.345345e+01 1.436281e-06 3.721572e+01 1.000000e+00 -9.943765e-01
-1.339139e+01 1.528244e-06 3.725467e+01 1.000000e+00 -9.943859e-01
-1.332933e+01 1.626095e-06 3.729360e+01 1.000000e+00 -9.943952e-01
-1.326727e+01 1.730211e-06 3.733251e+01 1.000000e+00 -9.944046e-01
-1.320521e+01 1.840993e-06 3.737139e+01 1.000000e+00 -9.944139e-01
-1.314314e+01 1.958869e-06 3.741024e+01 1.000000e+00 -9.944231e-01
-1.308108e+01 2.084293e-06 3.744908e+01 1.000000e+00 -9.944324e-01
-1.301902e+01 2.217746e-06 3.748789e+01 1.000000e+00 -9.944416e-01
-1.295696e+01 2.359745e-06 3.752667e+01 1.000000e+00 -9.944508e-01
-1.289489e+01 2.510836e-06 3.756543e+01 1.000000e+00 -9.944599e-01
-1.283283e+01 2.671600e-06 3.760417e+01 1.000000e+00 -9.944691e-01
-1.277077e+01 2.842659e-06 3.764288e+01 1.000000e+00 -9.944782e-01
-1.270871e+01 3.024670e-06 3.768157e+01 1.000000e+00 -9.944873e-01
-1.264665e+01 3.218334e-06 3.772023e+01 1.000000e+00 -9.944963e-01
-1.258458e+01 3.424399e-06 3.775887e+01 1.000000e+00 -9.945054e-01
-1.252252e+01 3.643658e-06 3.779749e+01 1.000000e+00 -9.945144e-01
-1.246046e+01 3.876955e-06 3.783608e+01 1.000000e+00 -9.945234e-01
-1.239840e+01 4.125190e-06 3.787465e+01 1.000000e+00 -9.945324e-01
-1.233634e+01 4.389320e-06 3.791319e+01 1.000000e+00 -9.945413e-01
-1.227427e+01 4.670361e-06 3.795171e+01 1.000000e+00 -9.945502e-01
-1.221221e+01 4.969396e-06 3.799021e+01 1.000000e+00 -9.945591e-01
-1.215015e+01 5.287579e-06 3.802868e+01 1.000000e+00 -9.945680e-01
-1.208809e+01 5.626134e-06 3.806713e+01 1.000000e+00 -9.945769e-01
-1.202603e+01 5.986366e-06 3.810555e+01 1.000000e+00 -9.945857e-01
-1.196396e+01 6.369663e-06 3.814396e+01 1.000000e+00 -9.945945e-01
-1.190190e+01 6.777502e-06 3.818233e+01 1.000000e+00 -9.946033e-01
-1.183984e+01 7.211455e-06 3.822069e+01 1.000000e+00 -9.946121e-01
-1.177778e+01 7.673193e-06 3.825902e+01 1.000000e+00 -9.946208e-01
-1.171572e+01 8.164495e-06 3.829732e+01 9.999999e-01 -9.946295e-01
-1.165365e+01 8.687254e-06 3.833560e+01 9.999999e-01 -9.946382e-01
-1.159159e+01 9.243485e-06 3.837386e+01 9.999999e-01 -9.946469e-01
-1.152953e+01 9.835330e-06 3.841210e+01 9.999999e-01 -9.946555e-01
-1.146747e+01 1.046507e-05 3.845031e+01 9.999998e-01 -9.946641e-01
-1.140541e+01 1.113513e-05 3.848849e+01 9.999998e-01 -9.946727e-01
-1.134334e+01 1.184810e-05 3.852666e+01 9.999997e-01 -9.946813e-01
-1.128128e+01 1.260671e-05 3.856480e+01 9.999996e-01 -9.946899e-01
-1.121922e+01 1.341390e-05 3.860291e+01 9.999995e-01 -9.946984e-01
-1.115716e+01 1.427277e-05 3.864101e+01 9.999994e-01 -9.947069e-01
-1.109510e+01 1.518663e-05 3.867908e+01 9.999993e-01 -9.947154e-01
-1.103303e+01 1.615901e-05 3.871712e+01 9.999991e-01 -9.947239e-01
-1.097097e+01 1.719364e-05 3.875514e+01 9.999988e-01 -9.947323e-01
-1.090891e+01 1.829452e-05 3.879314e+01 9.999985e-01 -9.947407e-01
-1.084685e+01 1.946589e-05 3.883111e+01 9.999980e-01 -9.947492e-01
-1.078478e+01 2.071226e-05 3.886907e+01 9.999975e-01 -9.947575e-01
-1.072272e+01 2.203843e-05 3.890699e+01 9.999968e-01 -9.947659e-01
-1.066066e+01 2.344952e-05 3.894490e+01 9.999959e-01 -9.947742e-01
-1.059860e+01 2.495095e-05 3.898278e+01 9.999948e-01 -9.947825e-01
-1.053654e+01 2.654852e-05 3.902063e+01 9.999934e-01 -9.947908e-01
-1.047447e+01 2.824838e-05 3.905847e+01 9.999915e-01 -9.947991e-01
-1.041241e+01 3.005708e-05 3.909628e+01 9.999892e-01 -9.948074e-01
-1.035035e+01 3.198158e-05 3.913406e+01 9.999863e-01 -9.948156e-01
-1.028829e+01 3.402931e-05 3.917183e+01 9.999825e-01 -9.948238e-01
-1.022623e+01 3.620815e-05 3.920957e+01 9.999778e-01 -9.948320e-01
-1.016416e+01 3.852650e-05 3.924728e+01 9.999717e-01 -9.948402e-01
-1.010210e+01 4.099329e-05 3.928497e+01 9.999640e-01 -9.948483e-01
-1.004004e+01 4.361803e-05 3.932264e+01 9.999542e-01 -9.948565e-01
-9.977978e+00 4.641082e-05 3.936029e+01 9.999418e-01 -9.948646e-01
-9.915916e+00 4.938243e-05 3.939791e+01 9.999261e-01 -9.948726e-01
-9.853854e+00 5.254430e-05 3.943551e+01 9.999061e-01 -9.948807e-01
-9.791792e+00 5.590863e-05 3.947309e+01 9.998808e-01 -9.948888e-01
-9.729730e+00 5.948837e-05 3.951064e+01 9.998487e-01 -9.948968e-01
-9.667668e+00 6.329731e-05 3.954817e+01 9.998082e-01 -9.949048e-01
-9.605606e+00 6.735014e-05 3.958568e+01 9.997568e-01 -9.949128e-01
-9.543544e+00 7.166246e-05 3.962316e+01 9.996919e-01 -9.949207e-01
-9.481481e+00 7.625089e-05 3.966062e+01 9.996100e-01 -9.949287e-01
-9.419419e+00 8.113311e-05 3.969805e+01 9.995065e-01 -9.949366e-01
-9.357357e+00 8.632793e-05 3.973547e+01 9.993759e-01 -9.949445e-01
-9.295295e+00 9.185537e-05 3.977286e+01 9.992113e-01 -9.949524e-01
-9.233233e+00 9.773672e-05 3.981022e+01 9.990040e-01 -9.949603e-01
-9.171171e+00 1.039946e-04 3.984757e+01 9.987431e-01 -9.949681e-01
-9.109109e+00 1.106533e-04 3.988489e+01 9.984151e-01 -9.949759e-01
-9.047047e+00 1.177382e-04 3.992218e+01 9.980032e-01 -9.949838e-01
-8.984985e+00 1.252768e-04 3.995946e+01 9.974862e-01 -9.949915e-01
-8.922923e+00 1.332981e-04 3.999671e+01 9.968383e-01 -9.949993e-01
-8.860861e+00 1.418329e-04 4.003394e+01 9.960271e-01 -9.950071e-01
-8.798799e+00 1.509142e-04 4.007114e+01 9.950129e-01 -9.950148e-01
-8.736737e+00 1.605770e-04 4.010832e+01 9.937464e-01 -9.950225e-01
-8.674675e+00 1.708585e-04 4.014548e+01 9.921675e-01 -9.950302e-01
-8.612613e+00 1.817983e-04 4.018262e+01 9.902022e-01 -9.950379e-01
-8.550551e+00 1.934386e-04 4.021973e+01 9.877605e-01 -9.950455e-01
-8.488488e+00 2.058241e-04 4.025682e+01 9.847331e-01 -9.950532e-01
-8.426426e+00 2.190027e-04 4.029388e+01 9.809883e-01 -9.950608e-01
-8.364364e+00 2.330251e-04 4.033093e+01 9.763682e-01 -9.950684e-01
-8.302302e+00 2.479453e-04 4.036795e+01 9.706855e-01 -9.950760e-01
-8.240240e+00 2.638209e-04 4.040495e+01 9.637200e-01 -9.950835e-01
-8.178178e+00 2.807129e-04 4.044192e+01 9.552163e-01 -9.950911e-01
-8.116116e+00 2.986865e-04 4.047887e+01 9.448834e-01 -9.950986e-01
-8.054054e+00 3.178109e-04 4.051580e+01 9.323956e-01 -9.951061e-01
-7.991992e+00 3.381598e-04 4.055271e+01 9.173989e-01 -9.951136e-01
-7.929930e+00 3.598116e-04 4.058959e+01 8.995211e-01 -9.951210e-01
-7.867868e+00 3.828498e-04 4.062645e+01 8.783900e-01 -9.951285e-01
-7.805806e+00 4.073630e-04 4.066329e+01 8.536580e-01 -9.951359e-01
-7.743744e+00 4.334458e-04 4.070010e+01 8.250363e-01 -9.951433e-01
-7.681682e+00 4.611987e-04 4.073689e+01 7.923351e-01 -9.951507e-01
-7.619620e+00 4.907285e-04 4.077366e+01 7.555075e-01 -9.951581e-01
-7.557558e+00 5.221490e-04 4.081041e+01 7.146910e-01 -9.951655e-01
-7.495495e+00 5.555814e-04 4.084713e+01 6.702386e-01 -9.951728e-01
-7.433433e+00 5.911543e-04 4.088383e+01 6.227302e-01 -9.951802e-01
-7.371371e+00 6.290050e-04 4.092051e+01 5.729574e-01 -9.951875e-01
-7.309309e+00 6.692792e-04 4.095716e+01 5.218793e-01 -9.951947e-01
-7.247247e+00 7.121320e-04 4.099379e+01 4.705521e-01 -9.952020e-01
-7.185185e+00 7.577287e-04 4.103040e+01 4.200436e-01 -9.952093e-01
-7.123123e+00 8.062448e-04 4.106699e+01 3.713465e-01 -9.952165e-01
-7.061061e+00 8.578674e-04 4.110355e+01 3.253046e-01 -9.952237e-01
-6.998999e+00 9.127952e-04 4.114009e+01 2.825639e-01 -9.952309e-01
-6.936937e+00 9.712400e-04 4.117661e+01 2.435515e-01 -9.952381e-01
-6.874875e+00 1.033427e-03 4.121311e+01 2.084818e-01 -9.952453e-01
-6.812813e+00 1.099596e-03 4.124958e+01 1.773819e-01 -9.952524e-01
-6.750751e+00 1.170001e-03 4.128603e+01 1.501293e-01 -9.952596e-01
-6.688689e+00 1.244914e-03 4.132246e+01 1.264936e-01 -9.952667e-01
-6.626627e+00 1.324624e-03 4.135886e+01 1.061751e-01 -9.952738e-01
-6.564565e+00 1.409438e-03 4.139525e+01 8.883855e-02 -9.952809e-01
-6.502503e+00 1.499682e-03 4.143161e+01 7.413890e-02 -9.952879e-01
-6.440440e+00 1.595704e-03 4.146794e+01 6.173991e-02 -9.952950e-01
-6.378378e+00 1.697874e-03 4.150426e+01 5.132638e-02 -9.953020e-01
-6.316316e+00 1.806586e-03 4.154055e+01 4.261104e-02 -9.953090e-01
-6.254254e+00 1.922259e-03 4.157682e+01 3.533771e-02 -9.953160e-01
-6.192192e+00 2.045338e-03 4.161307e+01 2.928166e-02 -9.953230e-01
-6.130130e+00 2.176298e-03 4.164929e+01 2.424836e-02 -9.953300e-01
-6.068068e+00 2.315643e-03 4.168549e+01 2.007106e-02 -9.953369e-01
-6.006006e+00 2.463909e-03 4.172167e+01 1.660804e-02 -9.953439e-01
-5.943944e+00 2.621670e-03 4.175783e+01 1.373961e-02 -9.953508e-01
-5.881882e+00 2.789531e-03 4.179397e+01 1.136519e-02 -9.953577e-01
-5.819820e+00 2.968140e-03 4.183008e+01 9.400605e-03 -9.953646e-01
-5.757758e+00 3.158185e-03 4.186617e+01 7.775636e-03 -9.953715e-01
-5.695696e+00 3.360399e-03 4.190224e+01 6.431849e-03 -9.953783e-01
-5.633634e+00 3.575559e-03 4.193828e+01 5.320718e-03 -9.953851e-01
-5.571572e+00 3.804497e-03 4.197431e+01 4.402001e-03 -9.953920e-01
-5.509510e+00 4.048092e-03 4.201031e+01 3.642367e-03 -9.953988e-01
-5.447447e+00 4.307285e-03 4.204629e+01 3.014232e-03 -9.954056e-01
-5.385385e+00 4.583074e-03 4.208224e+01 2.494786e-03 -9.954123e-01
-5.323323e+00 4.876521e-03 4.211818e+01 2.065170e-03 -9.954191e-01
-5.261261e+00 5.188756e-03 4.215409e+01 1.709802e-03 -9.954258e-01
-5.199199e+00 5.520984e-03 4.218998e+01 1.415804e-03 -9.954326e-01
-5.137137e+00 5.874484e-03 4.222584e+01 1.172541e-03 -9.954393e-01
-5.075075e+00 6.250617e-03 4.226169e+01 9.712226e-04 -9.954460e-01
-5.013013e+00 6.650834e-03 4.229751e+01 8.045897e-04 -9.954526e-01
-4.950951e+00 7.076676e-03 4.233331e+01 6.666428e-04 -9.954593e-01
-4.888889e+00 7.529784e-03 4.236909e+01 5.524245e-04 -9.954660e-01
-4.826827e+00 8.011904e-03 4.240484e+01 4.578377e-04 -9.954726e-01
-4.764765e+00 8.524893e-03 4.244058e+01 3.794956e-04 -9.954792e-01
-4.702703e+00 9.070728e-03 4.247629e+01 3.145982e-04 -9.954858e-01
-4.640641e+00 9.651512e-03 4.251198e+01 2.608300e-04 -9.954924e-01
-4.578579e+00 1.026948e-02 4.254765e+01 2.162760e-04 -9.954990e-01
-4.516517e+00 1.092702e-02 4.258329e+01 1.793520e-04 -9.955055e-01
-4.454454e+00 1.162666e-02 4.261891e+01 1.487473e-04 -9.955121e-01
-4.392392e+00 1.237110e-02 4.265452e+01 1.233770e-04 -9.955186e-01
-4.330330e+00 1.316320e-02 4.269009e+01 1.023435e-04 -9.955251e-01
-4.268268e+00 1.400602e-02 4.272565e+01 8.490322e-05 -9.955316e-01
-4.206206e+00 1.490280e-02 4.276119e+01 7.044083e-05 -9.955381e-01
-4.144144e+00 1.585700e-02 4.279670e+01 5.844658e-05 -9.955446e-01
-4.082082e+00 1.687230e-02 4.283219e+01 4.849827e-05 -9.955510e-01
-4.020020e+00 1.795261e-02 4.286766e+01 4.024612e-05 -9.955575e-01
-3.957958e+00 1.910208e-02 4.290310e+01 3.340034e-05 -9.955639e-01
-3.895896e+00 2.032516e-02 4.293853e+01 2.772076e-05 -9.955703e-01
-3.833834e+00 2.162654e-02 4.297393e+01 2.300834e-05 -9.955767e-01
-3.771772e+00 2.301126e-02 4.300931e+01 1.909809e-05 -9.955831e-01
-3.709710e+00 2.448463e-02 4.304467e+01 1.585323e-05 -9.955894e-01
-3.647648e+00 2.605234e-02 4.308001e+01 1.316036e-05 -9.955958e-01
-3.585586e+00 2.772043e-02 4.311532e+01 1.092542e-05 -9.956021e-01
-3.523524e+00 2.949532e-02 4.315061e+01 9.070443e-06 -9.956085e-01
-3.461461e+00 3.138386e-02 4.318588e+01 7.530737e-06 -9.956148e-01
-3.399399e+00 3.339332e-02 4.322113e+01 6.252654e-06 -9.956211e-01
-3.337337e+00 3.553144e-02 4.325636e+01 5.191685e-06 -9.956273e-01
-3.275275e+00 3.780646e-02 4.329157e+01 4.310907e-06 -9.956336e-01
-3.213213e+00 4.022715e-02 4.332675e+01 3.579685e-06 -9.956399e-01
-3.151151e+00 4.280283e-02 4.336191e+01 2.972600e-06 -9.956461e-01
-3.089089e+00 4.554342e-02 4.339705e+01 2.468556e-06 -9.956523e-01
-3.027027e+00 4.845949e-02 4.343217e+01 2.050050e-06 -9.956585e-01
-2.964965e+00 5.156228e-02 4.346727e+01 1.702553e-06 -9.956647e-01
-2.902903e+00 5.486372e-02 4.350234e+01 1.414008e-06 -9.956709e-01
-2.840841e+00 5.837656e-02 4.353739e+01 1.174406e-06 -9.956771e-01
-2.778779e+00 6.211432e-02 4.357242e+01 9.754405e-07 -9.956832e-01
-2.716717e+00 6.609140e-02 4.360743e+01 8.102145e-07 -9.956894e-01
-2.654655e+00 7.032312e-02 4.364242e+01 6.730033e-07 -9.956955e-01
-2.592593e+00 7.482580e-02 4.367739e+01 5.590542e-07 -9.957016e-01
-2.530531e+00 7.961677e-02 4.371233e+01 4.644215e-07 -9.957077e-01
-2.468468e+00 8.471450e-02 4.374725e+01 3.858289e-07 -9.957138e-01
-2.406406e+00 9.013863e-02 4.378215e+01 3.205565e-07 -9.957199e-01
-2.344344e+00 9.591007e-02 4.381703e+01 2.663458e-07 -9.957259e-01
-2.282282e+00 1.020510e-01 4.385189e+01 2.213213e-07 -9.957320e-01
-2.220220e+00 1.085852e-01 4.388673e+01 1.839258e-07 -9.957380e-01
-2.158158e+00 1.155377e-01 4.392154e+01 1.528662e-07 -9.957440e-01
-2.096096e+00 1.229354e-01 4.395633e+01 1.270687e-07 -9.957500e-01
-2.034034e+00 1.308068e-01 4.399110e+01 1.056415e-07 -9.957560e-01
-1.971972e+00 1.391821e-01 4.402585e+01 8.784401e-08 -9.957620e-01
-1.909910e+00 1.480937e-01 4.406058e+01 7.306122e-08 -9.957680e-01
-1.847848e+00 1.575759e-01 4.409529e+01 6.078236e-08 -9.957739e-01
-1.785786e+00 1.676653e-01 4.412997e+01 5.058322e-08 -9.957799e-01
-1.723724e+00 1.784006e-01 4.416464e+01 4.211148e-08 -9.957858e-01
-1.661662e+00 1.898233e-01 4.419928e+01 3.507453e-08 -9.957917e-01
-1.599600e+00 2.019774e-01 4.423390e+01 2.922933e-08 -9.957976e-01
-1.537538e+00 2.149097e-01 4.426850e+01 2.437403e-08 -9.958035e-01
-1.475475e+00 2.286700e-01 4.430307e+01 2.034096e-08 -9.958094e-01
-1.413413e+00 2.433113e-01 4.433763e+01 1.699088e-08 -9.958153e-01
-1.351351e+00 2.588902e-01 4.437217e+01 1.420812e-08 -9.958211e-01
-1.289289e+00 2.754665e-01 4.440668e+01 1.189661e-08 -9.958270e-01
-1.227227e+00 2.931042e-01 4.444117e+01 9.976538e-09 -9.958328e-01
-1.165165e+00 3.118711e-01 4.447564e+01 8.381627e-09 -9.958386e-01
-1.103103e+00 3.318398e-01 4.451009e+01 7.056817e-09 -9.958444e-01
-1.041041e+00 3.530869e-01 4.454452e+01 5.956373e-09 -9.958502e-01
-9.789790e-01 3.756945e-01 4.457892e+01 5.042306e-09 -9.958560e-01
-9.169169e-01 3.997496e-01 4.461331e+01 4.283060e-09 -9.958617e-01
-8.548549e-01 4.253449e-01 4.464767e+01 3.652421e-09 -9.958675e-01
-7.927928e-01 4.525791e-01 4.468201e+01 3.128616e-09 -9.958732e-01
-7.307307e-01 4.815570e-01 4.471633e+01 2.693558e-09 -9.958789e-01
-6.686687e-01 5.123903e-01 4.475063e+01 2.332221e-09 -9.958846e-01
-6.066066e-01 5.451978e-01 4.478491e+01 2.032125e-09 -9.958904e-01
-5.445445e-01 5.801059e-01 4.481917e+01 1.782902e-09 -9.958960e-01
-4.824825e-01 6.172492e-01 4.485340e+01 1.575940e-09 -9.959017e-01
-4.204204e-01 6.567706e-01 4.488762e+01 1.404084e-09 -9.959074e-01
-3.583584e-01 6.988226e-01 4.492181e+01 1.261391e-09 -9.959130e-01
-2.962963e-01 7.435671e-01 4.495598e+01 1.142925e-09 -9.959187e-01
-2.342342e-01 7.911765e-01 4.499014e+01 1.044584e-09 -9.959243e-01
-1.721722e-01 8.418342e-01 4.502426e+01 9.629611e-10 -9.959299e-01
-1.101101e-01 8.957355e-01 4.505837e+01 8.952267e-10 -9.959355e-01
-4.804805e-02 9.530880e-01 4.509246e+01 8.390295e-10 -9.959411e-01
1.401401e-02 1.014113e+00 4.512653e+01 7.924165e-10 -9.959467e-01
7.607608e-02 1.079045e+00 4.516057e+01 7.537653e-10 -9.959523e-01
1.381381e-01 1.148134e+00 4.519460e+01 7.217281e-10 -9.959578e-01
2.002002e-01 1.221647e+00 4.522860e+01 6.951853e-10 -9.959634e-01
2.622623e-01 1.299867e+00 4.526258e+01 6.732068e-10 -9.959689e-01
3.243243e-01 1.383096e+00 4.529654e+01 6.550199e-10 -9.959744e-01
3.863864e-01 1.471653e+00 4.533048e+01 6.399828e-10 -9.959799e-01
4.484484e-01 1.565881e+00 4.536440e+01 6.275623e-10 -9.959854e-01
5.105105e-01 1.666142e+00 4.539830e+01 6.173154e-10 -9.959909e-01
5.725726e-01 1.772822e+00 4.543217e+01 6.088741e-10 -9.959964e-01
6.346346e-01 1.886333e+00 4.546603e+01 6.019328e-10 -9.960019e-01
6.966967e-01 2.007112e+00 4.549986e+01 5.962374e-10 -9.960073e-01
7.587588e-01 2.135624e+00 4.553368e+01 5.915772e-10 -9.960127e-01
8.208208e-01 2.272364e+00 4.556747e+01 5.877768e-10 -9.960182e-01
8.828829e-01 2.417860e+00 4.560124e+01 5.846905e-10 -9.960236e-01
9.449449e-01 2.572672e+00 4.563499e+01 5.821976e-10 -9.960290e-01
1.007007e+00 2.737396e+00 4.566872e+01 5.801975e-10 -9.960344e-01
1.069069e+00 2.912667e+00 4.570243e+01 5.786068e-10 -9.960398e-01
1.131131e+00 3.099160e+00 4.573612e+01 5.773560e-10 -9.960451e-01
1.193193e+00 3.297594e+00 4.576978e+01 5.763877e-10 -9.960505e-01
1.255255e+00 3.508734e+00 4.580343e+01 5.756539e-10 -9.960559e-01
1.317317e+00 3.733392e+00 4.583705e+01 5.751150e-10 -9.960612e-01
1.379379e+00 3.972435e+00 4.587066e+01 5.747379e-10 -9.960665e-01
1.441441e+00 4.226784e+00 4.590424e+01 5.744951e-10 -9.960718e-01
1.503504e+00 4.497418e+00 4.593780e+01 5.743639e-10 -9.960771e-01
1.565566e+00 4.785381e+00 4.597135e+01 5.743254e-10 -9.960824e-01
1.627628e+00 5.091781e+00 4.600487e+01 5.743638e-10 -9.960877e-01
1.689690e+00 5.417799e+00 4.603837e+01 5.744660e-10 -9.960930e-01
