# x unit_response displaced_response_per_kappa heated_response_per_kappa contrast_response_per_kappa
7.226562500e+01 -4.927275180e-02 -9.854550360e+01 -8.422016155e+01 -1.432534205e+01
7.246093750e+01 -4.928684832e-02 -9.857369664e+01 -8.424425623e+01 -1.432944041e+01
7.265625000e+01 -4.930067314e-02 -9.860134627e+01 -8.426788650e+01 -1.433345978e+01
7.285156250e+01 -4.931422961e-02 -9.862845922e+01 -8.429105810e+01 -1.433740113e+01
7.304687500e+01 -4.932752482e-02 -9.865504964e+01 -8.431378313e+01 -1.434126652e+01
7.324218750e+01 -4.934056194e-02 -9.868112388e+01 -8.433606701e+01 -1.434505687e+01
7.343750000e+01 -4.935334784e-02 -9.870669567e+01 -8.435792148e+01 -1.434877419e+01
7.363281250e+01 -4.936588550e-02 -9.873177099e+01 -8.437935166e+01 -1.435241933e+01
7.382812500e+01 -4.937818158e-02 -9.875636317e+01 -8.440036893e+01 -1.435599424e+01
7.402343750e+01 -4.939023892e-02 -9.878047784e+01 -8.442097811e+01 -1.435949974e+01
7.421875000e+01 -4.940206397e-02 -9.880412793e+01 -8.444119024e+01 -1.436293770e+01
7.441406250e+01 -4.941365938e-02 -9.882731876e+01 -8.446100987e+01 -1.436630890e+01
7.460937500e+01 -4.942503143e-02 -9.885006286e+01 -8.448044770e+01 -1.436961516e+01
7.480468750e+01 -4.943618262e-02 -9.887236524e+01 -8.449950803e+01 -1.437285720e+01
7.500000000e+01 -4.944711902e-02 -9.889423805e+01 -8.451820124e+01 -1.437603681e+01
7.519531250e+01 -4.945784300e-02 -9.891568601e+01 -8.453653136e+01 -1.437915465e+01
7.539062500e+01 -4.946836045e-02 -9.893672091e+01 -8.455450846e+01 -1.438221245e+01
7.558593750e+01 -4.947867359e-02 -9.895734718e+01 -8.457213634e+01 -1.438521084e+01
7.578125000e+01 -4.948878814e-02 -9.897757628e+01 -8.458942478e+01 -1.438815150e+01
7.597656250e+01 -4.949870617e-02 -9.899741235e+01 -8.460637732e+01 -1.439103503e+01
7.617187500e+01 -4.950843325e-02 -9.901686650e+01 -8.462300347e+01 -1.439386303e+01
7.636718750e+01 -4.951797132e-02 -9.903594264e+01 -8.463930655e+01 -1.439663609e+01
7.656250000e+01 -4.952732577e-02 -9.905465154e+01 -8.465529578e+01 -1.439935576e+01
7.675781250e+01 -4.953649843e-02 -9.907299686e+01 -8.467097428e+01 -1.440202258e+01
7.695312500e+01 -4.954549453e-02 -9.909098906e+01 -8.468635099e+01 -1.440463807e+01
7.714843750e+01 -4.955431577e-02 -9.910863155e+01 -8.470142883e+01 -1.440720272e+01
7.734375000e+01 -4.956296725e-02 -9.912593451e+01 -8.471621650e+01 -1.440971801e+01
7.753906250e+01 -4.957145055e-02 -9.914290110e+01 -8.473071669e+01 -1.441218440e+01
7.773437500e+01 -4.957977061e-02 -9.915954122e+01 -8.474493788e+01 -1.441460334e+01
7.792968750e+01 -4.958792890e-02 -9.917585780e+01 -8.475888256e+01 -1.441697525e+01
7.812500000e+01 -4.959593024e-02 -9.919186047e+01 -8.477255895e+01 -1.441930152e+01
7.832031250e+01 -4.960377598e-02 -9.920755196e+01 -8.478596940e+01 -1.442158256e+01
7.851562500e+01 -4.961147080e-02 -9.922294160e+01 -8.479912188e+01 -1.442381971e+01
7.871093750e+01 -4.961901596e-02 -9.923803193e+01 -8.481201856e+01 -1.442601336e+01
7.890625000e+01 -4.962641601e-02 -9.925283203e+01 -8.482466720e+01 -1.442816482e+01
7.910156250e+01 -4.963367211e-02 -9.926734423e+01 -8.483706980e+01 -1.443027443e+01
7.929687500e+01 -4.964078868e-02 -9.928157737e+01 -8.484923390e+01 -1.443234347e+01
7.949218750e+01 -4.964776679e-02 -9.929553359e+01 -8.486116134e+01 -1.443437225e+01
7.968750000e+01 -4.965461075e-02 -9.930922149e+01 -8.487285946e+01 -1.443636203e+01
7.988281250e+01 -4.966132152e-02 -9.932264303e+01 -8.488432994e+01 -1.443831309e+01
8.007812500e+01 -4.966790329e-02 -9.933580659e+01 -8.489557994e+01 -1.444022665e+01
8.027343750e+01 -4.967435697e-02 -9.934871393e+01 -8.490661097e+01 -1.444210296e+01
8.046875000e+01 -4.968068661e-02 -9.936137322e+01 -8.491743001e+01 -1.444394321e+01
8.066406250e+01 -4.968689304e-02 -9.937378607e+01 -8.492803843e+01 -1.444574764e+01
8.085937500e+01 -4.969298021e-02 -9.938596042e+01 -8.493844302e+01 -1.444751740e+01
8.105468750e+01 -4.969894886e-02 -9.939789771e+01 -8.494864501e+01 -1.444925270e+01
8.125000000e+01 -4.970480284e-02 -9.940960569e+01 -8.495865103e+01 -1.445095466e+01
8.144531250e+01 -4.971054283e-02 -9.942108565e+01 -8.496846217e+01 -1.445262348e+01
8.164062500e+01 -4.971617256e-02 -9.943234512e+01 -8.497808488e+01 -1.445426024e+01
8.183593750e+01 -4.972169264e-02 -9.944338527e+01 -8.498752015e+01 -1.445586512e+01
8.203125000e+01 -4.972710671e-02 -9.945421343e+01 -8.499677424e+01 -1.445743919e+01
8.222656250e+01 -4.973241531e-02 -9.946483061e+01 -8.500584802e+01 -1.445898259e+01
8.242187500e+01 -4.973762198e-02 -9.947524397e+01 -8.501474761e+01 -1.446049635e+01
8.261718750e+01 -4.974272720e-02 -9.948545439e+01 -8.502347377e+01 -1.446198062e+01
8.281250000e+01 -4.974773442e-02 -9.949546884e+01 -8.503203244e+01 -1.446343640e+01
8.300781250e+01 -4.975264404e-02 -9.950528808e+01 -8.504042429e+01 -1.446486380e+01
8.320312500e+01 -4.975745946e-02 -9.951491891e+01 -8.504865510e+01 -1.446626381e+01
8.339843750e+01 -4.976218098e-02 -9.952436196e+01 -8.505672544e+01 -1.446763653e+01
8.359375000e+01 -4.976681193e-02 -9.953362386e+01 -8.506464095e+01 -1.446898291e+01
8.378906250e+01 -4.977135257e-02 -9.954270513e+01 -8.507240210e+01 -1.447030303e+01
8.398437500e+01 -4.977580612e-02 -9.955161223e+01 -8.508001440e+01 -1.447159784e+01
8.417968750e+01 -4.978017279e-02 -9.956034559e+01 -8.508747820e+01 -1.447286739e+01
8.437500000e+01 -4.978445574e-02 -9.956891149e+01 -8.509479889e+01 -1.447411259e+01
8.457031250e+01 -4.978865512e-02 -9.957731024e+01 -8.510197674e+01 -1.447533350e+01
8.476562500e+01 -4.979277401e-02 -9.958554801e+01 -8.510901700e+01 -1.447653101e+01
8.496093750e+01 -4.979681250e-02 -9.959362500e+01 -8.511591986e+01 -1.447770514e+01
8.515625000e+01 -4.980077360e-02 -9.960154720e+01 -8.512269043e+01 -1.447885677e+01
8.535156250e+01 -4.980465737e-02 -9.960931474e+01 -8.512932882e+01 -1.447998592e+01
8.554687500e+01 -4.980846674e-02 -9.961693347e+01 -8.513584003e+01 -1.448109344e+01
8.574218750e+01 -4.981220171e-02 -9.962440342e+01 -8.514222409e+01 -1.448217933e+01
8.593750000e+01 -4.981586515e-02 -9.963173031e+01 -8.514848588e+01 -1.448324443e+01
8.613281250e+01 -4.981945703e-02 -9.963891406e+01 -8.515462535e+01 -1.448428871e+01
8.632812500e+01 -4.982298014e-02 -9.964596028e+01 -8.516064728e+01 -1.448531301e+01
8.652343750e+01 -4.982643441e-02 -9.965286881e+01 -8.516655153e+01 -1.448631728e+01
8.671875000e+01 -4.982982256e-02 -9.965964512e+01 -8.517234278e+01 -1.448730234e+01
8.691406250e+01 -4.983314448e-02 -9.966628896e+01 -8.517802082e+01 -1.448826814e+01
8.710937500e+01 -4.983640285e-02 -9.967280569e+01 -8.518359023e+01 -1.448921546e+01
8.730468750e+01 -4.983959750e-02 -9.967919499e+01 -8.518905073e+01 -1.449014426e+01
8.750000000e+01 -4.984273105e-02 -9.968546209e+01 -8.519440680e+01 -1.449105530e+01
8.769531250e+01 -4.984580330e-02 -9.969160660e+01 -8.519965809e+01 -1.449194851e+01
8.789062500e+01 -4.984881682e-02 -9.969763363e+01 -8.520480899e+01 -1.449282465e+01
8.808593750e+01 -4.985177137e-02 -9.970354273e+01 -8.520985909e+01 -1.449368364e+01
8.828125000e+01 -4.985466945e-02 -9.970933889e+01 -8.521481268e+01 -1.449452621e+01
8.847656250e+01 -4.985751080e-02 -9.971502159e+01 -8.521966930e+01 -1.449535230e+01
8.867187500e+01 -4.986029786e-02 -9.972059573e+01 -8.522443313e+01 -1.449616260e+01
8.886718750e+01 -4.986303035e-02 -9.972606071e+01 -8.522910368e+01 -1.449695703e+01
8.906250000e+01 -4.986571066e-02 -9.973142132e+01 -8.523368503e+01 -1.449773629e+01
8.925781250e+01 -4.986833846e-02 -9.973667692e+01 -8.523817664e+01 -1.449850028e+01
8.945312500e+01 -4.987091610e-02 -9.974183219e+01 -8.524258250e+01 -1.449924969e+01
8.964843750e+01 -4.987344322e-02 -9.974688643e+01 -8.524690201e+01 -1.449998442e+01
8.984375000e+01 -4.987592212e-02 -9.975184423e+01 -8.525113911e+01 -1.450070512e+01
9.003906250e+01 -4.987835241e-02 -9.975670482e+01 -8.525529313e+01 -1.450141170e+01
9.023437500e+01 -4.988073636e-02 -9.976147271e+01 -8.525936792e+01 -1.450210479e+01
9.042968750e+01 -4.988307354e-02 -9.976614708e+01 -8.526336278e+01 -1.450278429e+01
9.062500000e+01 -4.988536617e-02 -9.977073233e+01 -8.526728149e+01 -1.450345084e+01
9.082031250e+01 -4.988761380e-02 -9.977522761e+01 -8.527112330e+01 -1.450410431e+01
9.101562500e+01 -4.988981861e-02 -9.977963722e+01 -8.527489190e+01 -1.450474533e+01
9.121093750e+01 -4.989198013e-02 -9.978396027e+01 -8.527858651e+01 -1.450537376e+01
9.140625000e+01 -4.989410049e-02 -9.978820097e+01 -8.528221075e+01 -1.450599022e+01
9.160156250e+01 -4.989617919e-02 -9.979235838e+01 -8.528576381e+01 -1.450659457e+01
9.179687500e+01 -4.989821833e-02 -9.979643665e+01 -8.528924923e+01 -1.450718742e+01
9.199218750e+01 -4.990021739e-02 -9.980043477e+01 -8.529266615e+01 -1.450776862e+01
9.218750000e+01 -4.990217841e-02 -9.980435682e+01 -8.529601806e+01 -1.450833876e+01
9.238281250e+01 -4.990410088e-02 -9.980820176e+01 -8.529930407e+01 -1.450889769e+01
9.257812500e+01 -4.990598679e-02 -9.981197358e+01 -8.530252759e+01 -1.450944599e+01
9.277343750e+01 -4.990783560e-02 -9.981567120e+01 -8.530568769e+01 -1.450998351e+01
9.296875000e+01 -4.990964927e-02 -9.981929854e+01 -8.530878774e+01 -1.451051081e+01
9.316406250e+01 -4.991142724e-02 -9.982285449e+01 -8.531182676e+01 -1.451102773e+01
9.335937500e+01 -4.991317145e-02 -9.982634289e+01 -8.531480806e+01 -1.451153483e+01
9.355468750e+01 -4.991488129e-02 -9.982976259e+01 -8.531773065e+01 -1.451203194e+01
9.375000000e+01 -4.991655869e-02 -9.983311737e+01 -8.532059775e+01 -1.451251962e+01
9.394531250e+01 -4.991820302e-02 -9.983640604e+01 -8.532340836e+01 -1.451299769e+01
9.414062500e+01 -4.991981616e-02 -9.983963233e+01 -8.532616565e+01 -1.451346668e+01
9.433593750e+01 -4.992139750e-02 -9.984279499e+01 -8.532886856e+01 -1.451392643e+01
9.453125000e+01 -4.992294885e-02 -9.984589770e+01 -8.533152024e+01 -1.451437747e+01
9.472656250e+01 -4.992446959e-02 -9.984893919e+01 -8.533411959e+01 -1.451481960e+01
9.492187500e+01 -4.992596153e-02 -9.985192305e+01 -8.533666969e+01 -1.451525336e+01
9.511718750e+01 -4.992742400e-02 -9.985484800e+01 -8.533916945e+01 -1.451567855e+01
9.531250000e+01 -4.992885879e-02 -9.985771757e+01 -8.534162188e+01 -1.451609570e+01
9.550781250e+01 -4.993026523e-02 -9.986053045e+01 -8.534402585e+01 -1.451650460e+01
9.570312500e+01 -4.993164506e-02 -9.986329011e+01 -8.534638435e+01 -1.451690576e+01
9.589843750e+01 -4.993299760e-02 -9.986599521e+01 -8.534869621e+01 -1.451729900e+01
9.609375000e+01 -4.993432458e-02 -9.986864917e+01 -8.535096437e+01 -1.451768480e+01
9.628906250e+01 -4.993562531e-02 -9.987125062e+01 -8.535318765e+01 -1.451806296e+01
9.648437500e+01 -4.993690146e-02 -9.987380292e+01 -8.535536894e+01 -1.451843399e+01
9.667968750e+01 -4.993815235e-02 -9.987630469e+01 -8.535750703e+01 -1.451879766e+01
9.687500000e+01 -4.993937962e-02 -9.987875924e+01 -8.535960476e+01 -1.451915448e+01
9.707031250e+01 -4.994058257e-02 -9.988116515e+01 -8.536166093e+01 -1.451950422e+01
9.726562500e+01 -4.994176284e-02 -9.988352568e+01 -8.536367832e+01 -1.451984736e+01
9.746093750e+01 -4.994291970e-02 -9.988583940e+01 -8.536565570e+01 -1.452018370e+01
9.765625000e+01 -4.994405476e-02 -9.988810953e+01 -8.536759582e+01 -1.452051371e+01
9.785156250e+01 -4.994516730e-02 -9.989033459e+01 -8.536949743e+01 -1.452083716e+01
9.804687500e+01 -4.994625888e-02 -9.989251777e+01 -8.537136324e+01 -1.452115452e+01
9.824218750e+01 -4.994732879e-02 -9.989465757e+01 -8.537319199e+01 -1.452146558e+01
9.843750000e+01 -4.994837856e-02 -9.989675713e+01 -8.537498634e+01 -1.452177079e+01
9.863281250e+01 -4.994940747e-02 -9.989881494e+01 -8.537674501e+01 -1.452206993e+01
9.882812500e+01 -4.995041704e-02 -9.990083408e+01 -8.537847064e+01 -1.452236345e+01
9.902343750e+01 -4.995140652e-02 -9.990281305e+01 -8.538016192e+01 -1.452265112e+01
9.921875000e+01 -4.995237743e-02 -9.990475485e+01 -8.538182145e+01 -1.452293340e+01
9.941406250e+01 -4.995332899e-02 -9.990665798e+01 -8.538344793e+01 -1.452321005e+01
9.960937500e+01 -4.995426271e-02 -9.990852542e+01 -8.538504390e+01 -1.452348152e+01
9.980468750e+01 -4.995517781e-02 -9.991035562e+01 -8.538660805e+01 -1.452374757e+01
1.000000000e+02 -4.995607577e-02 -9.991215154e+01 -8.538814290e+01 -1.452400864e+01
1.001953125e+02 -4.995695581e-02 -9.991391161e+01 -8.538964711e+01 -1.452426450e+01
1.003906250e+02 -4.995781937e-02 -9.991563874e+01 -8.539112318e+01 -1.452451557e+01
1.005859375e+02 -4.995866569e-02 -9.991733137e+01 -8.539256975e+01 -1.452476162e+01
1.007812500e+02 -4.995949618e-02 -9.991899236e+01 -8.539398928e+01 -1.452500307e+01
1.009765625e+02 -4.996031006e-02 -9.992062012e+01 -8.539538042e+01 -1.452523970e+01
1.011718750e+02 -4.996110875e-02 -9.992221749e+01 -8.539674559e+01 -1.452547191e+01
1.013671875e+02 -4.996189144e-02 -9.992378288e+01 -8.539808342e+01 -1.452569946e+01
1.015625000e+02 -4.996265954e-02 -9.992531908e+01 -8.539939630e+01 -1.452592278e+01
1.017578125e+02 -4.996341224e-02 -9.992682448e+01 -8.540068286e+01 -1.452614161e+01
1.019531250e+02 -4.996415092e-02 -9.992830184e+01 -8.540194547e+01 -1.452635637e+01
1.021484375e+02 -4.996487478e-02 -9.992974955e+01 -8.540318273e+01 -1.452656682e+01
1.023437500e+02 -4.996558517e-02 -9.993117033e+01 -8.540439697e+01 -1.452677336e+01
1.025390625e+02 -4.996628128e-02 -9.993256257e+01 -8.540558682e+01 -1.452697575e+01
1.027343750e+02 -4.996696447e-02 -9.993392894e+01 -8.540675457e+01 -1.452717437e+01
1.029296875e+02 -4.996763391e-02 -9.993526782e+01 -8.540789882e+01 -1.452736900e+01
1.031250000e+02 -4.996829093e-02 -9.993658187e+01 -8.540902184e+01 -1.452756002e+01
1.033203125e+02 -4.996893472e-02 -9.993786944e+01 -8.541012224e+01 -1.452774719e+01
1.035156250e+02 -4.996956658e-02 -9.993913316e+01 -8.541120226e+01 -1.452793090e+01
1.037109375e+02 -4.997018569e-02 -9.994037139e+01 -8.541226049e+01 -1.452811090e+01
1.039062500e+02 -4.997079336e-02 -9.994158671e+01 -8.541329915e+01 -1.452828757e+01
1.041015625e+02 -4.997138874e-02 -9.994277749e+01 -8.541431682e+01 -1.452846067e+01
1.042968750e+02 -4.997197314e-02 -9.994394627e+01 -8.541531570e+01 -1.452863057e+01
1.044921875e+02 -4.997254571e-02 -9.994509141e+01 -8.541629438e+01 -1.452879704e+01
1.046875000e+02 -4.997310772e-02 -9.994621544e+01 -8.541725500e+01 -1.452896043e+01
1.048828125e+02 -4.997365835e-02 -9.994731669e+01 -8.541819617e+01 -1.452912052e+01
1.050781250e+02 -4.997419884e-02 -9.994839768e+01 -8.541912001e+01 -1.452927766e+01
1.052734375e+02 -4.997472836e-02 -9.994945672e+01 -8.542002511e+01 -1.452943161e+01
1.054687500e+02 -4.997524816e-02 -9.995049631e+01 -8.542091358e+01 -1.452958274e+01
1.056640625e+02 -4.997575739e-02 -9.995151477e+01 -8.542178399e+01 -1.452973079e+01
1.058593750e+02 -4.997625728e-02 -9.995251455e+01 -8.542263843e+01 -1.452987612e+01
1.060546875e+02 -4.997674699e-02 -9.995349398e+01 -8.542347548e+01 -1.453001850e+01
1.062500000e+02 -4.997722774e-02 -9.995445547e+01 -8.542429720e+01 -1.453015827e+01
1.064453125e+02 -4.997769868e-02 -9.995539736e+01 -8.542510217e+01 -1.453029519e+01
1.066406250e+02 -4.997816102e-02 -9.995632204e+01 -8.542589243e+01 -1.453042961e+01
1.068359375e+02 -4.997861391e-02 -9.995722783e+01 -8.542666655e+01 -1.453056128e+01
1.070312500e+02 -4.997905855e-02 -9.995811710e+01 -8.542742654e+01 -1.453069055e+01
1.072265625e+02 -4.997949408e-02 -9.995898817e+01 -8.542817099e+01 -1.453081718e+01
1.074218750e+02 -4.997992169e-02 -9.995984339e+01 -8.542890189e+01 -1.453094150e+01
1.076171875e+02 -4.998034054e-02 -9.996068107e+01 -8.542961780e+01 -1.453106327e+01
1.078125000e+02 -4.998075177e-02 -9.996150354e+01 -8.543032071e+01 -1.453118283e+01
1.080078125e+02 -4.998115456e-02 -9.996230912e+01 -8.543100918e+01 -1.453129994e+01
1.082031250e+02 -4.998155005e-02 -9.996310010e+01 -8.543168518e+01 -1.453141492e+01
1.083984375e+02 -4.998193740e-02 -9.996387480e+01 -8.543234726e+01 -1.453152754e+01
1.085937500e+02 -4.998231775e-02 -9.996463550e+01 -8.543299738e+01 -1.453163812e+01
1.087890625e+02 -4.998269025e-02 -9.996538050e+01 -8.543363408e+01 -1.453174642e+01
1.089843750e+02 -4.998305604e-02 -9.996611207e+01 -8.543425931e+01 -1.453185276e+01
1.091796875e+02 -4.998341426e-02 -9.996682852e+01 -8.543487161e+01 -1.453195691e+01
1.093750000e+02 -4.998376604e-02 -9.996753208e+01 -8.543547289e+01 -1.453205919e+01
1.095703125e+02 -4.998411053e-02 -9.996822106e+01 -8.543606172e+01 -1.453215934e+01
1.097656250e+02 -4.998444884e-02 -9.996889769e+01 -8.543663998e+01 -1.453225770e+01
1.099609375e+02 -4.998478013e-02 -9.996956026e+01 -8.543720624e+01 -1.453235402e+01
1.101562500e+02 -4.998510549e-02 -9.997021098e+01 -8.543776237e+01 -1.453244861e+01
1.103515625e+02 -4.998542408e-02 -9.997084816e+01 -8.543830692e+01 -1.453254124e+01
1.105468750e+02 -4.998573698e-02 -9.997147396e+01 -8.543884175e+01 -1.453263221e+01
1.107421875e+02 -4.998604336e-02 -9.997208671e+01 -8.543936543e+01 -1.453272128e+01
1.109375000e+02 -4.998634428e-02 -9.997268856e+01 -8.543987978e+01 -1.453280877e+01
1.111328125e+02 -4.998663891e-02 -9.997327782e+01 -8.544038339e+01 -1.453289443e+01
1.113281250e+02 -4.998692831e-02 -9.997385662e+01 -8.544087805e+01 -1.453297857e+01
1.115234375e+02 -4.998721165e-02 -9.997442329e+01 -8.544136235e+01 -1.453306095e+01
1.117187500e+02 -4.998748997e-02 -9.997497994e+01 -8.544183808e+01 -1.453314187e+01
1.119140625e+02 -4.998776244e-02 -9.997552489e+01 -8.544230380e+01 -1.453322108e+01
1.121093750e+02 -4.998803011e-02 -9.997606023e+01 -8.544276132e+01 -1.453329891e+01
1.123046875e+02 -4.998829214e-02 -9.997658428e+01 -8.544320920e+01 -1.453337509e+01
1.125000000e+02 -4.998854956e-02 -9.997709913e+01 -8.544364920e+01 -1.453344993e+01
1.126953125e+02 -4.998880154e-02 -9.997760309e+01 -8.544407990e+01 -1.453352319e+01
1.128906250e+02 -4.998904911e-02 -9.997809823e+01 -8.544450306e+01 -1.453359516e+01
1.130859375e+02 -4.998929143e-02 -9.997858287e+01 -8.544491725e+01 -1.453366562e+01
1.132812500e+02 -4.998952953e-02 -9.997905905e+01 -8.544532421e+01 -1.453373484e+01
1.134765625e+02 -4.998976256e-02 -9.997952511e+01 -8.544572252e+01 -1.453380259e+01
1.136718750e+02 -4.998999153e-02 -9.997998307e+01 -8.544611391e+01 -1.453386916e+01
1.138671875e+02 -4.999021563e-02 -9.998043126e+01 -8.544649694e+01 -1.453393431e+01
1.140625000e+02 -4.999043584e-02 -9.998087169e+01 -8.544687335e+01 -1.453399834e+01
1.142578125e+02 -4.999065134e-02 -9.998130269e+01 -8.544724170e+01 -1.453406099e+01
1.144531250e+02 -4.999086313e-02 -9.998172626e+01 -8.544760370e+01 -1.453412256e+01
1.146484375e+02 -4.999107037e-02 -9.998214074e+01 -8.544795792e+01 -1.453418282e+01
1.148437500e+02 -4.999127405e-02 -9.998254810e+01 -8.544830607e+01 -1.453424203e+01
1.150390625e+02 -4.999147334e-02 -9.998294668e+01 -8.544864671e+01 -1.453429997e+01
1.152343750e+02 -4.999166923e-02 -9.998333845e+01 -8.544898153e+01 -1.453435692e+01
1.154296875e+02 -4.999186088e-02 -9.998372175e+01 -8.544930911e+01 -1.453441264e+01
1.156250000e+02 -4.999204926e-02 -9.998409853e+01 -8.544963111e+01 -1.453446742e+01
1.158203125e+02 -4.999223356e-02 -9.998446713e+01 -8.544994613e+01 -1.453452100e+01
1.160156250e+02 -4.999241474e-02 -9.998482948e+01 -8.545025581e+01 -1.453457367e+01
1.162109375e+02 -4.999259197e-02 -9.998518395e+01 -8.545055875e+01 -1.453462520e+01
1.164062500e+02 -4.999276622e-02 -9.998553244e+01 -8.545085658e+01 -1.453467586e+01
1.166015625e+02 -4.999293665e-02 -9.998587331e+01 -8.545114790e+01 -1.453472541e+01
1.167968750e+02 -4.999310423e-02 -9.998620846e+01 -8.545143433e+01 -1.453477413e+01
1.169921875e+02 -4.999326813e-02 -9.998653626e+01 -8.545171448e+01 -1.453482178e+01
1.171875000e+02 -4.999342929e-02 -9.998685859e+01 -8.545198995e+01 -1.453486864e+01
1.173828125e+02 -4.999358691e-02 -9.998717381e+01 -8.545225935e+01 -1.453491446e+01
1.175781250e+02 -4.999374191e-02 -9.998748381e+01 -8.545252428e+01 -1.453495953e+01
1.177734375e+02 -4.999389347e-02 -9.998778694e+01 -8.545278335e+01 -1.453500359e+01
1.179687500e+02 -4.999404254e-02 -9.998808508e+01 -8.545303815e+01 -1.453504693e+01
1.181640625e+02 -4.999418829e-02 -9.998837658e+01 -8.545328728e+01 -1.453508931e+01
1.183593750e+02 -4.999433166e-02 -9.998866331e+01 -8.545353233e+01 -1.453513099e+01
1.185546875e+02 -4.999447182e-02 -9.998894364e+01 -8.545377190e+01 -1.453517174e+01
1.187500000e+02 -4.999460970e-02 -9.998921940e+01 -8.545400757e+01 -1.453521182e+01
1.189453125e+02 -4.999474448e-02 -9.998948897e+01 -8.545423795e+01 -1.453525101e+01
1.191406250e+02 -4.999487709e-02 -9.998975418e+01 -8.545446461e+01 -1.453528956e+01
1.193359375e+02 -4.999500670e-02 -9.999001340e+01 -8.545468616e+01 -1.453532725e+01
1.195312500e+02 -4.999513423e-02 -9.999026847e+01 -8.545490414e+01 -1.453536433e+01
1.197265625e+02 -4.999525887e-02 -9.999051775e+01 -8.545511719e+01 -1.453540056e+01
1.199218750e+02 -4.999538153e-02 -9.999076306e+01 -8.545532683e+01 -1.453543622e+01
1.201171875e+02 -4.999550139e-02 -9.999100278e+01 -8.545553170e+01 -1.453547107e+01
1.203125000e+02 -4.999561935e-02 -9.999123870e+01 -8.545573333e+01 -1.453550537e+01
1.205078125e+02 -4.999573461e-02 -9.999146922e+01 -8.545593034e+01 -1.453553888e+01
1.207031250e+02 -4.999584806e-02 -9.999169612e+01 -8.545612426e+01 -1.453557186e+01
1.208984375e+02 -4.999595890e-02 -9.999191780e+01 -8.545631371e+01 -1.453560409e+01
1.210937500e+02 -4.999606801e-02 -9.999213602e+01 -8.545650021e+01 -1.453563581e+01
1.212890625e+02 -4.999617459e-02 -9.999234919e+01 -8.545668239e+01 -1.453566680e+01
1.214843750e+02 -4.999627953e-02 -9.999255906e+01 -8.545686176e+01 -1.453569730e+01
1.216796875e+02 -4.999638203e-02 -9.999276405e+01 -8.545703695e+01 -1.453572710e+01
1.218750000e+02 -4.999648295e-02 -9.999296590e+01 -8.545720946e+01 -1.453575645e+01
1.220703125e+02 -4.999658151e-02 -9.999316302e+01 -8.545737792e+01 -1.453578510e+01
1.222656250e+02 -4.999667858e-02 -9.999335716e+01 -8.545754383e+01 -1.453581332e+01
1.224609375e+02 -4.999677335e-02 -9.999354671e+01 -8.545770583e+01 -1.453584088e+01
1.226562500e+02 -4.999686671e-02 -9.999373342e+01 -8.545786540e+01 -1.453586802e+01
1.228515625e+02 -4.999695785e-02 -9.999391570e+01 -8.545802118e+01 -1.453589452e+01
1.230468750e+02 -4.999704763e-02 -9.999409527e+01 -8.545817465e+01 -1.453592062e+01
1.232421875e+02 -4.999713528e-02 -9.999427055e+01 -8.545832445e+01 -1.453594610e+01
1.234375000e+02 -4.999722163e-02 -9.999444326e+01 -8.545847205e+01 -1.453597121e+01
1.236328125e+02 -4.999730590e-02 -9.999461181e+01 -8.545861610e+01 -1.453599571e+01
1.238281250e+02 -4.999738896e-02 -9.999477791e+01 -8.545875806e+01 -1.453601985e+01
1.240234375e+02 -4.999747000e-02 -9.999493999e+01 -8.545889658e+01 -1.453604342e+01
1.242187500e+02 -4.999754987e-02 -9.999509975e+01 -8.545903311e+01 -1.453606664e+01
1.244140625e+02 -4.999762780e-02 -9.999525561e+01 -8.545916631e+01 -1.453608930e+01
1.246093750e+02 -4.999770463e-02 -9.999540925e+01 -8.545929762e+01 -1.453611163e+01
1.248046875e+02 -4.999777956e-02 -9.999555913e+01 -8.545942571e+01 -1.453613342e+01
1.250000000e+02 -4.999785345e-02 -9.999570690e+01 -8.545955200e+01 -1.453615490e+01
1.251953125e+02 -4.999792551e-02 -9.999585102e+01 -8.545967517e+01 -1.453617585e+01
1.253906250e+02 -4.999799658e-02 -9.999599315e+01 -8.545979664e+01 -1.453619651e+01
1.255859375e+02 -4.999806587e-02 -9.999613173e+01 -8.545991508e+01 -1.453621666e+01
1.257812500e+02 -4.999813422e-02 -9.999626843e+01 -8.546003190e+01 -1.453623653e+01
1.259765625e+02 -4.999820085e-02 -9.999640169e+01 -8.546014579e+01 -1.453625590e+01
1.261718750e+02 -4.999826658e-02 -9.999653317e+01 -8.546025815e+01 -1.453627501e+01
1.263671875e+02 -4.999833065e-02 -9.999666131e+01 -8.546036767e+01 -1.453629364e+01
1.265625000e+02 -4.999839388e-02 -9.999678776e+01 -8.546047574e+01 -1.453631202e+01
1.267578125e+02 -4.999845549e-02 -9.999691098e+01 -8.546058104e+01 -1.453632993e+01
1.269531250e+02 -4.999851630e-02 -9.999703260e+01 -8.546068499e+01 -1.453634761e+01
1.271484375e+02 -4.999857554e-02 -9.999715108e+01 -8.546078625e+01 -1.453636484e+01
1.273437500e+02 -4.999863403e-02 -9.999726806e+01 -8.546088622e+01 -1.453638184e+01
1.275390625e+02 -4.999869099e-02 -9.999738199e+01 -8.546098359e+01 -1.453639840e+01
