# x unit_response displaced_response_per_kappa heated_response_per_kappa contrast_response_per_kappa
1.277343750e+02 -4.999874725e-02 -9.999749450e+01 -8.546107974e+01 -1.453641476e+01
1.279296875e+02 -4.999880203e-02 -9.999760405e+01 -8.546117337e+01 -1.453643068e+01
1.281250000e+02 -4.999885613e-02 -9.999771226e+01 -8.546126585e+01 -1.453644641e+01
1.283203125e+02 -4.999890880e-02 -9.999781760e+01 -8.546135588e+01 -1.453646173e+01
1.285156250e+02 -4.999896084e-02 -9.999792168e+01 -8.546144483e+01 -1.453647686e+01
1.287109375e+02 -4.999901149e-02 -9.999802298e+01 -8.546153140e+01 -1.453649158e+01
1.289062500e+02 -4.999906154e-02 -9.999812308e+01 -8.546161695e+01 -1.453650613e+01
1.291015625e+02 -4.999911024e-02 -9.999822048e+01 -8.546170019e+01 -1.453652029e+01
1.292968750e+02 -4.999915838e-02 -9.999831677e+01 -8.546178248e+01 -1.453653429e+01
1.294921875e+02 -4.999920521e-02 -9.999841042e+01 -8.546186252e+01 -1.453654790e+01
1.296875000e+02 -4.999925152e-02 -9.999850303e+01 -8.546194166e+01 -1.453656137e+01
1.298828125e+02 -4.999929654e-02 -9.999859309e+01 -8.546201863e+01 -1.453657446e+01
1.300781250e+02 -4.999934108e-02 -9.999868216e+01 -8.546209475e+01 -1.453658741e+01
1.302734375e+02 -4.999938438e-02 -9.999876875e+01 -8.546216876e+01 -1.453659999e+01
1.304687500e+02 -4.999942721e-02 -9.999885443e+01 -8.546224198e+01 -1.453661245e+01
1.306640625e+02 -4.999946884e-02 -9.999893769e+01 -8.546231313e+01 -1.453662455e+01
1.308593750e+02 -4.999951005e-02 -9.999902009e+01 -8.546238356e+01 -1.453663653e+01
1.310546875e+02 -4.999955007e-02 -9.999910015e+01 -8.546245198e+01 -1.453664817e+01
1.312500000e+02 -4.999958971e-02 -9.999917941e+01 -8.546251972e+01 -1.453665969e+01
1.314453125e+02 -4.999962819e-02 -9.999925639e+01 -8.546258551e+01 -1.453667088e+01
1.316406250e+02 -4.999966631e-02 -9.999933263e+01 -8.546265067e+01 -1.453668196e+01
1.318359375e+02 -4.999970332e-02 -9.999940664e+01 -8.546271392e+01 -1.453669272e+01
1.320312500e+02 -4.999973999e-02 -9.999947998e+01 -8.546277659e+01 -1.453670338e+01
1.322265625e+02 -4.999977557e-02 -9.999955114e+01 -8.546283741e+01 -1.453671373e+01
1.324218750e+02 -4.999981084e-02 -9.999962168e+01 -8.546289770e+01 -1.453672398e+01
1.326171875e+02 -4.999984505e-02 -9.999969010e+01 -8.546295618e+01 -1.453673393e+01
1.328125000e+02 -4.999987898e-02 -9.999975795e+01 -8.546301416e+01 -1.453674379e+01
1.330078125e+02 -4.999991187e-02 -9.999982374e+01 -8.546307039e+01 -1.453675336e+01
1.332031250e+02 -4.999994450e-02 -9.999988900e+01 -8.546312616e+01 -1.453676284e+01
1.333984375e+02 -4.999997613e-02 -9.999995226e+01 -8.546318023e+01 -1.453677204e+01
1.335937500e+02 -5.000000752e-02 -1.000000150e+02 -8.546323387e+01 -1.453678116e+01
1.337890625e+02 -5.000003793e-02 -1.000000759e+02 -8.546328585e+01 -1.453679000e+01
1.339843750e+02 -5.000006812e-02 -1.000001362e+02 -8.546333746e+01 -1.453679878e+01
1.341796875e+02 -5.000009736e-02 -1.000001947e+02 -8.546338744e+01 -1.453680728e+01
1.343750000e+02 -5.000012640e-02 -1.000002528e+02 -8.546343707e+01 -1.453681573e+01
1.345703125e+02 -5.000015451e-02 -1.000003090e+02 -8.546348513e+01 -1.453682390e+01
1.347656250e+02 -5.000018245e-02 -1.000003649e+02 -8.546353287e+01 -1.453683202e+01
1.349609375e+02 -5.000020948e-02 -1.000004190e+02 -8.546357908e+01 -1.453683988e+01
1.351562500e+02 -5.000023635e-02 -1.000004727e+02 -8.546362500e+01 -1.453684769e+01
1.353515625e+02 -5.000026234e-02 -1.000005247e+02 -8.546366943e+01 -1.453685525e+01
1.355468750e+02 -5.000028818e-02 -1.000005764e+02 -8.546371361e+01 -1.453686276e+01
1.357421875e+02 -5.000031317e-02 -1.000006263e+02 -8.546375631e+01 -1.453687003e+01
1.359375000e+02 -5.000033803e-02 -1.000006761e+02 -8.546379881e+01 -1.453687726e+01
1.361328125e+02 -5.000036206e-02 -1.000007241e+02 -8.546383987e+01 -1.453688424e+01
1.363281250e+02 -5.000038597e-02 -1.000007719e+02 -8.546388075e+01 -1.453689119e+01
1.365234375e+02 -5.000040907e-02 -1.000008181e+02 -8.546392023e+01 -1.453689791e+01
1.367187500e+02 -5.000043208e-02 -1.000008642e+02 -8.546395956e+01 -1.453690460e+01
1.369140625e+02 -5.000045428e-02 -1.000009086e+02 -8.546399751e+01 -1.453691105e+01
1.371093750e+02 -5.000047642e-02 -1.000009528e+02 -8.546403534e+01 -1.453691749e+01
1.373046875e+02 -5.000049776e-02 -1.000009955e+02 -8.546407183e+01 -1.453692369e+01
1.375000000e+02 -5.000051905e-02 -1.000010381e+02 -8.546410822e+01 -1.453692988e+01
1.376953125e+02 -5.000053958e-02 -1.000010792e+02 -8.546414330e+01 -1.453693585e+01
1.378906250e+02 -5.000056006e-02 -1.000011201e+02 -8.546417831e+01 -1.453694181e+01
1.380859375e+02 -5.000057979e-02 -1.000011596e+02 -8.546421204e+01 -1.453694754e+01
1.382812500e+02 -5.000059949e-02 -1.000011990e+02 -8.546424572e+01 -1.453695327e+01
1.384765625e+02 -5.000061846e-02 -1.000012369e+02 -8.546427814e+01 -1.453695879e+01
1.386718750e+02 -5.000063742e-02 -1.000012748e+02 -8.546431054e+01 -1.453696430e+01
1.388671875e+02 -5.000065565e-02 -1.000013113e+02 -8.546434171e+01 -1.453696960e+01
1.390625000e+02 -5.000067389e-02 -1.000013478e+02 -8.546437288e+01 -1.453697490e+01
1.392578125e+02 -5.000069142e-02 -1.000013828e+02 -8.546440284e+01 -1.453698000e+01
1.394531250e+02 -5.000070896e-02 -1.000014179e+02 -8.546443283e+01 -1.453698510e+01
1.396484375e+02 -5.000072582e-02 -1.000014516e+02 -8.546446163e+01 -1.453699000e+01
1.398437500e+02 -5.000074269e-02 -1.000014854e+02 -8.546449048e+01 -1.453699490e+01
1.400390625e+02 -5.000075889e-02 -1.000015178e+02 -8.546451817e+01 -1.453699961e+01
1.402343750e+02 -5.000077513e-02 -1.000015503e+02 -8.546454592e+01 -1.453700434e+01
1.404296875e+02 -5.000079070e-02 -1.000015814e+02 -8.546457255e+01 -1.453700886e+01
1.406250000e+02 -5.000080632e-02 -1.000016126e+02 -8.546459925e+01 -1.453701340e+01
1.408203125e+02 -5.000082130e-02 -1.000016426e+02 -8.546462484e+01 -1.453701776e+01
1.410156250e+02 -5.000083632e-02 -1.000016726e+02 -8.546465052e+01 -1.453702213e+01
1.412109375e+02 -5.000085072e-02 -1.000017014e+02 -8.546467512e+01 -1.453702631e+01
1.414062500e+02 -5.000086518e-02 -1.000017304e+02 -8.546469984e+01 -1.453703051e+01
1.416015625e+02 -5.000087901e-02 -1.000017580e+02 -8.546472348e+01 -1.453703454e+01
1.417968750e+02 -5.000089292e-02 -1.000017858e+02 -8.546474726e+01 -1.453703858e+01
1.419921875e+02 -5.000090622e-02 -1.000018124e+02 -8.546476999e+01 -1.453704245e+01
1.421875000e+02 -5.000091960e-02 -1.000018392e+02 -8.546479287e+01 -1.453704634e+01
1.423828125e+02 -5.000093239e-02 -1.000018648e+02 -8.546481472e+01 -1.453705006e+01
1.425781250e+02 -5.000094526e-02 -1.000018905e+02 -8.546483673e+01 -1.453705380e+01
1.427734375e+02 -5.000095755e-02 -1.000019151e+02 -8.546485773e+01 -1.453705737e+01
1.429687500e+02 -5.000096994e-02 -1.000019399e+02 -8.546487891e+01 -1.453706097e+01
1.431640625e+02 -5.000098175e-02 -1.000019635e+02 -8.546489910e+01 -1.453706441e+01
1.433593750e+02 -5.000099367e-02 -1.000019873e+02 -8.546491947e+01 -1.453706787e+01
1.435546875e+02 -5.000100503e-02 -1.000020101e+02 -8.546493888e+01 -1.453707117e+01
1.437500000e+02 -5.000101650e-02 -1.000020330e+02 -8.546495848e+01 -1.453707451e+01
1.439453125e+02 -5.000102741e-02 -1.000020548e+02 -8.546497713e+01 -1.453707768e+01
1.441406250e+02 -5.000103844e-02 -1.000020769e+02 -8.546499600e+01 -1.453708089e+01
1.443359375e+02 -5.000104893e-02 -1.000020979e+02 -8.546501392e+01 -1.453708394e+01
1.445312500e+02 -5.000105955e-02 -1.000021191e+02 -8.546503208e+01 -1.453708703e+01
1.447265625e+02 -5.000106963e-02 -1.000021393e+02 -8.546504931e+01 -1.453708996e+01
1.449218750e+02 -5.000107985e-02 -1.000021597e+02 -8.546506677e+01 -1.453709293e+01
1.451171875e+02 -5.000108954e-02 -1.000021791e+02 -8.546508333e+01 -1.453709574e+01
1.453125000e+02 -5.000109937e-02 -1.000021987e+02 -8.546510014e+01 -1.453709860e+01
1.455078125e+02 -5.000110868e-02 -1.000022174e+02 -8.546511605e+01 -1.453710131e+01
1.457031250e+02 -5.000111815e-02 -1.000022363e+02 -8.546513223e+01 -1.453710406e+01
1.458984375e+02 -5.000112709e-02 -1.000022542e+02 -8.546514752e+01 -1.453710666e+01
1.460937500e+02 -5.000113620e-02 -1.000022724e+02 -8.546516309e+01 -1.453710931e+01
1.462890625e+02 -5.000114480e-02 -1.000022896e+02 -8.546517779e+01 -1.453711181e+01
1.464843750e+02 -5.000115356e-02 -1.000023071e+02 -8.546519277e+01 -1.453711436e+01
1.466796875e+02 -5.000116183e-02 -1.000023237e+02 -8.546520689e+01 -1.453711676e+01
1.468750000e+02 -5.000117026e-02 -1.000023405e+02 -8.546522131e+01 -1.453711921e+01
1.470703125e+02 -5.000117820e-02 -1.000023564e+02 -8.546523488e+01 -1.453712152e+01
1.472656250e+02 -5.000118632e-02 -1.000023726e+02 -8.546524875e+01 -1.453712388e+01
1.474609375e+02 -5.000119395e-02 -1.000023879e+02 -8.546526180e+01 -1.453712610e+01
1.476562500e+02 -5.000120176e-02 -1.000024035e+02 -8.546527515e+01 -1.453712837e+01
1.478515625e+02 -5.000120909e-02 -1.000024182e+02 -8.546528768e+01 -1.453713050e+01
1.480468750e+02 -5.000121661e-02 -1.000024332e+02 -8.546530053e+01 -1.453713269e+01
1.482421875e+02 -5.000122366e-02 -1.000024473e+02 -8.546531258e+01 -1.453713474e+01
1.484375000e+02 -5.000123089e-02 -1.000024618e+02 -8.546532495e+01 -1.453713684e+01
1.486328125e+02 -5.000123766e-02 -1.000024753e+02 -8.546533652e+01 -1.453713881e+01
1.488281250e+02 -5.000124463e-02 -1.000024893e+02 -8.546534842e+01 -1.453714084e+01
1.490234375e+02 -5.000125113e-02 -1.000025023e+02 -8.546535954e+01 -1.453714273e+01
1.492187500e+02 -5.000125784e-02 -1.000025157e+02 -8.546537100e+01 -1.453714468e+01
1.494140625e+02 -5.000126409e-02 -1.000025282e+02 -8.546538168e+01 -1.453714649e+01
1.496093750e+02 -5.000127054e-02 -1.000025411e+02 -8.546539271e+01 -1.453714837e+01
1.498046875e+02 -5.000127654e-02 -1.000025531e+02 -8.546540298e+01 -1.453715011e+01
1.500000000e+02 -5.000128276e-02 -1.000025655e+02 -8.546541359e+01 -1.453715192e+01
1.501953125e+02 -5.000128852e-02 -1.000025770e+02 -8.546542345e+01 -1.453715360e+01
1.503906250e+02 -5.000129450e-02 -1.000025890e+02 -8.546543367e+01 -1.453715534e+01
1.505859375e+02 -5.000130005e-02 -1.000026001e+02 -8.546544315e+01 -1.453715695e+01
1.507812500e+02 -5.000130580e-02 -1.000026116e+02 -8.546545299e+01 -1.453715862e+01
1.509765625e+02 -5.000131113e-02 -1.000026223e+02 -8.546546208e+01 -1.453716017e+01
1.511718750e+02 -5.000131667e-02 -1.000026333e+02 -8.546547156e+01 -1.453716178e+01
1.513671875e+02 -5.000132178e-02 -1.000026436e+02 -8.546548030e+01 -1.453716327e+01
1.515625000e+02 -5.000132712e-02 -1.000026542e+02 -8.546548942e+01 -1.453716482e+01
1.517578125e+02 -5.000133203e-02 -1.000026641e+02 -8.546549781e+01 -1.453716625e+01
1.519531250e+02 -5.000133717e-02 -1.000026743e+02 -8.546550659e+01 -1.453716774e+01
1.521484375e+02 -5.000134188e-02 -1.000026838e+02 -8.546551466e+01 -1.453716911e+01
1.523437500e+02 -5.000134683e-02 -1.000026937e+02 -8.546552311e+01 -1.453717055e+01
1.525390625e+02 -5.000135136e-02 -1.000027027e+02 -8.546553086e+01 -1.453717187e+01
1.527343750e+02 -5.000135612e-02 -1.000027122e+02 -8.546553900e+01 -1.453717325e+01
1.529296875e+02 -5.000136047e-02 -1.000027209e+02 -8.546554643e+01 -1.453717452e+01
1.531250000e+02 -5.000136506e-02 -1.000027301e+02 -8.546555427e+01 -1.453717585e+01
1.533203125e+02 -5.000136924e-02 -1.000027385e+02 -8.546556142e+01 -1.453717706e+01
1.535156250e+02 -5.000137366e-02 -1.000027473e+02 -8.546556896e+01 -1.453717835e+01
1.537109375e+02 -5.000137767e-02 -1.000027553e+02 -8.546557582e+01 -1.453717951e+01
1.539062500e+02 -5.000138192e-02 -1.000027638e+02 -8.546558309e+01 -1.453718075e+01
1.541015625e+02 -5.000138578e-02 -1.000027716e+02 -8.546558968e+01 -1.453718187e+01
1.542968750e+02 -5.000138987e-02 -1.000027797e+02 -8.546559668e+01 -1.453718306e+01
1.544921875e+02 -5.000139357e-02 -1.000027871e+02 -8.546560300e+01 -1.453718414e+01
1.546875000e+02 -5.000139751e-02 -1.000027950e+02 -8.546560975e+01 -1.453718528e+01
1.548828125e+02 -5.000140107e-02 -1.000028021e+02 -8.546561582e+01 -1.453718632e+01
1.550781250e+02 -5.000140487e-02 -1.000028097e+02 -8.546562231e+01 -1.453718742e+01
1.552734375e+02 -5.000140828e-02 -1.000028166e+02 -8.546562814e+01 -1.453718841e+01
1.554687500e+02 -5.000141194e-02 -1.000028239e+02 -8.546563440e+01 -1.453718948e+01
1.556640625e+02 -5.000141521e-02 -1.000028304e+02 -8.546563999e+01 -1.453719043e+01
1.558593750e+02 -5.000141874e-02 -1.000028375e+02 -8.546564602e+01 -1.453719145e+01
1.560546875e+02 -5.000142188e-02 -1.000028438e+02 -8.546565139e+01 -1.453719237e+01
1.562500000e+02 -5.000142527e-02 -1.000028505e+02 -8.546565719e+01 -1.453719336e+01
1.564453125e+02 -5.000142829e-02 -1.000028566e+02 -8.546566235e+01 -1.453719423e+01
1.566406250e+02 -5.000143156e-02 -1.000028631e+02 -8.546566794e+01 -1.453719518e+01
1.568359375e+02 -5.000143446e-02 -1.000028689e+02 -8.546567289e+01 -1.453719603e+01
1.570312500e+02 -5.000143761e-02 -1.000028752e+02 -8.546567828e+01 -1.453719694e+01
1.572265625e+02 -5.000144039e-02 -1.000028808e+02 -8.546568303e+01 -1.453719775e+01
1.574218750e+02 -5.000144343e-02 -1.000028869e+02 -8.546568822e+01 -1.453719863e+01
1.576171875e+02 -5.000144609e-02 -1.000028922e+02 -8.546569278e+01 -1.453719941e+01
1.578125000e+02 -5.000144902e-02 -1.000028980e+02 -8.546569778e+01 -1.453720026e+01
1.580078125e+02 -5.000145158e-02 -1.000029032e+02 -8.546570215e+01 -1.453720100e+01
1.582031250e+02 -5.000145440e-02 -1.000029088e+02 -8.546570697e+01 -1.453720182e+01
1.583984375e+02 -5.000145685e-02 -1.000029137e+02 -8.546571117e+01 -1.453720254e+01
1.585937500e+02 -5.000145957e-02 -1.000029191e+02 -8.546571581e+01 -1.453720333e+01
1.587890625e+02 -5.000146193e-02 -1.000029239e+02 -8.546571984e+01 -1.453720401e+01
1.589843750e+02 -5.000146454e-02 -1.000029291e+02 -8.546572432e+01 -1.453720477e+01
1.591796875e+02 -5.000146680e-02 -1.000029336e+02 -8.546572818e+01 -1.453720543e+01
1.593750000e+02 -5.000146933e-02 -1.000029387e+02 -8.546573249e+01 -1.453720616e+01
1.595703125e+02 -5.000147150e-02 -1.000029430e+02 -8.546573620e+01 -1.453720679e+01
1.597656250e+02 -5.000147393e-02 -1.000029479e+02 -8.546574036e+01 -1.453720750e+01
1.599609375e+02 -5.000147601e-02 -1.000029520e+02 -8.546574391e+01 -1.453720811e+01
1.601562500e+02 -5.000147835e-02 -1.000029567e+02 -8.546574792e+01 -1.453720879e+01
1.603515625e+02 -5.000148035e-02 -1.000029607e+02 -8.546575133e+01 -1.453720937e+01
1.605468750e+02 -5.000148261e-02 -1.000029652e+02 -8.546575519e+01 -1.453721002e+01
1.607421875e+02 -5.000148452e-02 -1.000029690e+02 -8.546575846e+01 -1.453721058e+01
1.609375000e+02 -5.000148670e-02 -1.000029734e+02 -8.546576219e+01 -1.453721121e+01
1.611328125e+02 -5.000148853e-02 -1.000029771e+02 -8.546576532e+01 -1.453721175e+01
1.613281250e+02 -5.000149063e-02 -1.000029813e+02 -8.546576891e+01 -1.453721236e+01
1.615234375e+02 -5.000149239e-02 -1.000029848e+02 -8.546577192e+01 -1.453721287e+01
1.617187500e+02 -5.000149442e-02 -1.000029888e+02 -8.546577538e+01 -1.453721346e+01
1.619140625e+02 -5.000149610e-02 -1.000029922e+02 -8.546577826e+01 -1.453721395e+01
1.621093750e+02 -5.000149806e-02 -1.000029961e+02 -8.546578160e+01 -1.453721452e+01
1.623046875e+02 -5.000149967e-02 -1.000029993e+02 -8.546578436e+01 -1.453721499e+01
1.625000000e+02 -5.000150156e-02 -1.000030031e+02 -8.546578758e+01 -1.453721553e+01
1.626953125e+02 -5.000150311e-02 -1.000030062e+02 -8.546579023e+01 -1.453721598e+01
1.628906250e+02 -5.000150492e-02 -1.000030098e+02 -8.546579334e+01 -1.453721651e+01
1.630859375e+02 -5.000150641e-02 -1.000030128e+02 -8.546579587e+01 -1.453721694e+01
1.632812500e+02 -5.000150816e-02 -1.000030163e+02 -8.546579887e+01 -1.453721745e+01
1.634765625e+02 -5.000150958e-02 -1.000030192e+02 -8.546580130e+01 -1.453721787e+01
1.636718750e+02 -5.000151127e-02 -1.000030225e+02 -8.546580419e+01 -1.453721836e+01
1.638671875e+02 -5.000151263e-02 -1.000030253e+02 -8.546580651e+01 -1.453721875e+01
1.640625000e+02 -5.000151427e-02 -1.000030285e+02 -8.546580931e+01 -1.453721923e+01
1.642578125e+02 -5.000151557e-02 -1.000030311e+02 -8.546581153e+01 -1.453721961e+01
1.644531250e+02 -5.000151715e-02 -1.000030343e+02 -8.546581423e+01 -1.453722007e+01
1.646484375e+02 -5.000151839e-02 -1.000030368e+02 -8.546581636e+01 -1.453722043e+01
1.648437500e+02 -5.000151991e-02 -1.000030398e+02 -8.546581896e+01 -1.453722087e+01
1.650390625e+02 -5.000152111e-02 -1.000030422e+02 -8.546582100e+01 -1.453722122e+01
1.652343750e+02 -5.000152258e-02 -1.000030452e+02 -8.546582351e+01 -1.453722164e+01
1.654296875e+02 -5.000152372e-02 -1.000030474e+02 -8.546582546e+01 -1.453722198e+01
1.656250000e+02 -5.000152514e-02 -1.000030503e+02 -8.546582789e+01 -1.453722239e+01
1.658203125e+02 -5.000152623e-02 -1.000030525e+02 -8.546582975e+01 -1.453722271e+01
1.660156250e+02 -5.000152760e-02 -1.000030552e+02 -8.546583210e+01 -1.453722311e+01
1.662109375e+02 -5.000152865e-02 -1.000030573e+02 -8.546583388e+01 -1.453722341e+01
1.664062500e+02 -5.000152997e-02 -1.000030599e+02 -8.546583614e+01 -1.453722379e+01
1.666015625e+02 -5.000153097e-02 -1.000030619e+02 -8.546583785e+01 -1.453722408e+01
1.667968750e+02 -5.000153225e-02 -1.000030645e+02 -8.546584004e+01 -1.453722446e+01
1.669921875e+02 -5.000153320e-02 -1.000030664e+02 -8.546584167e+01 -1.453722473e+01
1.671875000e+02 -5.000153444e-02 -1.000030689e+02 -8.546584378e+01 -1.453722509e+01
1.673828125e+02 -5.000153535e-02 -1.000030707e+02 -8.546584534e+01 -1.453722536e+01
1.675781250e+02 -5.000153654e-02 -1.000030731e+02 -8.546584738e+01 -1.453722570e+01
1.677734375e+02 -5.000153742e-02 -1.000030748e+02 -8.546584887e+01 -1.453722596e+01
1.679687500e+02 -5.000153857e-02 -1.000030771e+02 -8.546585084e+01 -1.453722629e+01
1.681640625e+02 -5.000153940e-02 -1.000030788e+02 -8.546585227e+01 -1.453722654e+01
1.683593750e+02 -5.000154052e-02 -1.000030810e+02 -8.546585417e+01 -1.453722686e+01
1.685546875e+02 -5.000154131e-02 -1.000030826e+02 -8.546585553e+01 -1.453722709e+01
1.687500000e+02 -5.000154239e-02 -1.000030848e+02 -8.546585737e+01 -1.453722740e+01
1.689453125e+02 -5.000154315e-02 -1.000030863e+02 -8.546585867e+01 -1.453722763e+01
1.691406250e+02 -5.000154419e-02 -1.000030884e+02 -8.546586045e+01 -1.453722793e+01
1.693359375e+02 -5.000154492e-02 -1.000030898e+02 -8.546586169e+01 -1.453722814e+01
1.695312500e+02 -5.000154592e-02 -1.000030918e+02 -8.546586341e+01 -1.453722843e+01
1.697265625e+02 -5.000154662e-02 -1.000030932e+02 -8.546586460e+01 -1.453722863e+01
1.699218750e+02 -5.000154759e-02 -1.000030952e+02 -8.546586626e+01 -1.453722892e+01
1.701171875e+02 -5.000154825e-02 -1.000030965e+02 -8.546586739e+01 -1.453722911e+01
1.703125000e+02 -5.000154919e-02 -1.000030984e+02 -8.546586900e+01 -1.453722938e+01
1.705078125e+02 -5.000154982e-02 -1.000030996e+02 -8.546587008e+01 -1.453722957e+01
1.707031250e+02 -5.000155073e-02 -1.000031015e+02 -8.546587163e+01 -1.453722983e+01
1.708984375e+02 -5.000155133e-02 -1.000031027e+02 -8.546587266e+01 -1.453723001e+01
1.710937500e+02 -5.000155221e-02 -1.000031044e+02 -8.546587417e+01 -1.453723026e+01
1.712890625e+02 -5.000155279e-02 -1.000031056e+02 -8.546587515e+01 -1.453723043e+01
1.714843750e+02 -5.000155364e-02 -1.000031073e+02 -8.546587660e+01 -1.453723068e+01
1.716796875e+02 -5.000155418e-02 -1.000031084e+02 -8.546587754e+01 -1.453723083e+01
1.718750000e+02 -5.000155501e-02 -1.000031100e+02 -8.546587895e+01 -1.453723107e+01
1.720703125e+02 -5.000155553e-02 -1.000031111e+02 -8.546587983e+01 -1.453723122e+01
1.722656250e+02 -5.000155633e-02 -1.000031127e+02 -8.546588120e+01 -1.453723146e+01
1.724609375e+02 -5.000155682e-02 -1.000031136e+02 -8.546588204e+01 -1.453723160e+01
1.726562500e+02 -5.000155760e-02 -1.000031152e+02 -8.546588337e+01 -1.453723183e+01
1.728515625e+02 -5.000155806e-02 -1.000031161e+02 -8.546588417e+01 -1.453723196e+01
1.730468750e+02 -5.000155881e-02 -1.000031176e+02 -8.546588545e+01 -1.453723218e+01
1.732421875e+02 -5.000155926e-02 -1.000031185e+02 -8.546588621e+01 -1.453723231e+01
1.734375000e+02 -5.000155999e-02 -1.000031200e+02 -8.546588745e+01 -1.453723252e+01
1.736328125e+02 -5.000156041e-02 -1.000031208e+02 -8.546588818e+01 -1.453723264e+01
1.738281250e+02 -5.000156111e-02 -1.000031222e+02 -8.546588938e+01 -1.453723285e+01
1.740234375e+02 -5.000156152e-02 -1.000031230e+02 -8.546589007e+01 -1.453723297e+01
1.742187500e+02 -5.000156220e-02 -1.000031244e+02 -8.546589123e+01 -1.453723316e+01
1.744140625e+02 -5.000156258e-02 -1.000031252e+02 -8.546589188e+01 -1.453723327e+01
1.746093750e+02 -5.000156324e-02 -1.000031265e+02 -8.546589301e+01 -1.453723347e+01
1.748046875e+02 -5.000156360e-02 -1.000031272e+02 -8.546589363e+01 -1.453723357e+01
1.750000000e+02 -5.000156424e-02 -1.000031285e+02 -8.546589473e+01 -1.453723376e+01
1.751953125e+02 -5.000156459e-02 -1.000031292e+02 -8.546589531e+01 -1.453723386e+01
1.753906250e+02 -5.000156521e-02 -1.000031304e+02 -8.546589638e+01 -1.453723404e+01
1.755859375e+02 -5.000156553e-02 -1.000031311e+02 -8.546589693e+01 -1.453723413e+01
1.757812500e+02 -5.000156614e-02 -1.000031323e+02 -8.546589796e+01 -1.453723431e+01
1.759765625e+02 -5.000156644e-02 -1.000031329e+02 -8.546589848e+01 -1.453723440e+01
1.761718750e+02 -5.000156703e-02 -1.000031341e+02 -8.546589949e+01 -1.453723457e+01
1.763671875e+02 -5.000156732e-02 -1.000031346e+02 -8.546589998e+01 -1.453723465e+01
1.765625000e+02 -5.000156788e-02 -1.000031358e+02 -8.546590095e+01 -1.453723482e+01
1.767578125e+02 -5.000156816e-02 -1.000031363e+02 -8.546590142e+01 -1.453723490e+01
1.769531250e+02 -5.000156871e-02 -1.000031374e+02 -8.546590236e+01 -1.453723506e+01
1.771484375e+02 -5.000156897e-02 -1.000031379e+02 -8.546590280e+01 -1.453723513e+01
1.773437500e+02 -5.000156950e-02 -1.000031390e+02 -8.546590372e+01 -1.453723529e+01
1.775390625e+02 -5.000156974e-02 -1.000031395e+02 -8.546590413e+01 -1.453723536e+01
1.777343750e+02 -5.000157027e-02 -1.000031405e+02 -8.546590502e+01 -1.453723551e+01
1.779296875e+02 -5.000157049e-02 -1.000031410e+02 -8.546590541e+01 -1.453723558e+01
1.781250000e+02 -5.000157100e-02 -1.000031420e+02 -8.546590628e+01 -1.453723572e+01
1.783203125e+02 -5.000157121e-02 -1.000031424e+02 -8.546590664e+01 -1.453723578e+01
1.785156250e+02 -5.000157170e-02 -1.000031434e+02 -8.546590748e+01 -1.453723593e+01
1.787109375e+02 -5.000157190e-02 -1.000031438e+02 -8.546590782e+01 -1.453723599e+01
1.789062500e+02 -5.000157238e-02 -1.000031448e+02 -8.546590864e+01 -1.453723612e+01
1.791015625e+02 -5.000157257e-02 -1.000031451e+02 -8.546590896e+01 -1.453723618e+01
1.792968750e+02 -5.000157304e-02 -1.000031461e+02 -8.546590976e+01 -1.453723631e+01
1.794921875e+02 -5.000157321e-02 -1.000031464e+02 -8.546591005e+01 -1.453723637e+01
1.796875000e+02 -5.000157366e-02 -1.000031473e+02 -8.546591083e+01 -1.453723650e+01
1.798828125e+02 -5.000157382e-02 -1.000031476e+02 -8.546591110e+01 -1.453723654e+01
1.800781250e+02 -5.000157427e-02 -1.000031485e+02 -8.546591186e+01 -1.453723667e+01
1.802734375e+02 -5.000157442e-02 -1.000031488e+02 -8.546591212e+01 -1.453723672e+01
1.804687500e+02 -5.000157485e-02 -1.000031497e+02 -8.546591285e+01 -1.453723684e+01
1.806640625e+02 -5.000157499e-02 -1.000031500e+02 -8.546591309e+01 -1.453723688e+01
1.808593750e+02 -5.000157540e-02 -1.000031508e+02 -8.546591381e+01 -1.453723700e+01
1.810546875e+02 -5.000157553e-02 -1.000031511e+02 -8.546591402e+01 -1.453723704e+01
1.812500000e+02 -5.000157594e-02 -1.000031519e+02 -8.546591472e+01 -1.453723716e+01
1.814453125e+02 -5.000157606e-02 -1.000031521e+02 -8.546591492e+01 -1.453723719e+01
1.816406250e+02 -5.000157646e-02 -1.000031529e+02 -8.546591561e+01 -1.453723731e+01
1.818359375e+02 -5.000157657e-02 -1.000031531e+02 -8.546591579e+01 -1.453723734e+01
1.820312500e+02 -5.000157695e-02 -1.000031539e+02 -8.546591645e+01 -1.453723745e+01
1.822265625e+02 -5.000157705e-02 -1.000031541e+02 -8.546591662e+01 -1.453723748e+01
1.824218750e+02 -5.000157743e-02 -1.000031549e+02 -8.546591727e+01 -1.453723759e+01
1.826171875e+02 -5.000157752e-02 -1.000031550e+02 -8.546591742e+01 -1.453723762e+01
1.828125000e+02 -5.000157789e-02 -1.000031558e+02 -8.546591805e+01 -1.453723773e+01
1.830078125e+02 -5.000157797e-02 -1.000031559e+02 -8.546591819e+01 -1.453723775e+01
